set,subset,instance,m,n,W,H,sum_w,sum_h,m',n',W',H',sum_w',sum_h',ub,lb,gap,opt,OOM,pre_time(s),ub0_time(s),dp_time(s),bid_time(s),time(s)
Set4,MP,Class2_2_20_100_10_50,20,46,100,100,1344,1408,20,46,100,100,1344,1408,9904,9904,0,1,0,0,0.001,0.001,0.103,0.105
Set4,MP,Class2_2_20_100_25_75,20,44,100,100,2039,2106,20,44,100,100,2039,2106,9662,9662,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_2_30_100_10_50,30,76,100,100,2090,2573,28,76,100,100,2090,2573,9947,9947,0,1,0,0,0.001,0.002,0.073,0.076
Set4,MP,Class2_2_30_100_25_75,30,73,100,100,3464,3582,30,73,100,100,3464,3582,9832,9832,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_2_40_100_10_50,40,94,100,100,2830,2880,40,94,100,100,2830,2880,9990,9990,0,1,0,0,0.002,0.002,0.036,0.04
Set4,MP,Class2_2_40_100_25_75,40,104,100,100,5085,5067,40,104,100,100,5085,5067,9777,9777,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_2_50_100_10_50,50,115,100,100,3176,3228,50,115,100,100,3176,3228,10000,10000,0,1,0,0.001,0.001,0.004,0,0.006
Set4,MP,Class2_2_50_100_25_75,50,145,100,100,7039,7409,50,145,100,100,7039,7409,9886,9886,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_3_10_100_10_50,10,29,100,100,749,950,10,29,100,100,749,950,9634,9634,0,1,0,0,0.001,0,0.585,0.586
Set4,MP,Class2_3_10_100_25_75,10,25,100,100,1029,1236,10,25,100,100,1029,1236,9447,9447,0,1,0,0,0,0,0.002,0.002
Set4,MP,Class2_3_20_100_10_50,20,53,100,100,1574,1745,20,53,100,100,1574,1745,9866,9866,0,1,0,0,0.002,0.001,0.031,0.034
Set4,MP,Class2_3_20_100_25_75,20,52,100,100,2443,2320,20,52,100,100,2443,2320,9584,9584,0,1,0,0,0,0,0.001,0.001
Set4,MP,Class2_3_30_100_10_50,30,78,100,100,2524,2267,30,78,100,100,2524,2267,9949,9949,0,1,0,0,0.002,0.001,0.233,0.236
Set4,MP,Class2_3_30_100_25_75,30,71,100,100,3351,3307,30,71,100,100,3351,3307,9927,9927,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_3_40_100_10_50,40,110,100,100,3235,3431,40,110,100,100,3235,3431,9989,9989,0,1,0,0,0.002,0.002,0.126,0.13
Set4,MP,Class2_3_40_100_25_75,40,90,100,100,4866,4154,38,90,100,100,4866,4154,9867,9867,0,1,0,0.001,0,0.002,0,0.003
Set4,MP,Class2_3_50_100_10_50,50,130,100,100,3821,3879,49,130,100,100,3821,3879,10000,10000,0,1,0,0,0.002,0.004,0,0.006
Set4,MP,Class2_3_50_100_25_75,50,119,100,100,5744,5786,48,119,100,100,5744,5786,9889,9889,0,1,0,0,0.001,0.002,0,0.003
Set4,MP,Class2_4_10_100_10_50,10,22,100,100,626,553,10,22,100,100,626,553,9588,9588,0,1,0,0,0.001,0.002,1.728,1.731
Set4,MP,Class2_4_10_100_25_75,10,28,100,100,1236,1325,10,28,100,100,1236,1325,9414,9414,0,1,0,0,0,0,0,0
Set4,MP,Class2_4_20_100_10_50,20,48,100,100,1400,1336,20,48,100,100,1400,1336,9894,9894,0,1,0,0,0.002,0.001,0.514,0.517
Set4,MP,Class2_4_20_100_25_75,20,59,100,100,3044,3063,19,59,100,100,3044,3063,9574,9574,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class2_4_30_100_10_50,30,62,100,100,1578,2099,29,62,100,100,1578,2099,10000,10000,0,1,0,0,0.002,0.002,0,0.004
Set4,MP,Class2_4_30_100_25_75,30,72,100,100,3482,3484,30,72,100,100,3482,3484,9940,9940,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_4_40_100_10_50,40,82,100,100,2655,2450,39,82,100,100,2655,2450,10000,10000,0,1,0,0.001,0.001,0.002,0,0.004
Set4,MP,Class2_4_40_100_25_75,40,95,100,100,4856,4860,40,95,100,100,4856,4860,9796,9796,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_4_50_100_10_50,50,116,100,100,3602,3467,49,116,100,100,3602,3467,10000,10000,0,1,0,0.001,0.001,0.004,0,0.006
Set4,MP,Class2_4_50_100_25_75,50,118,100,100,6399,5242,49,118,100,100,6399,5242,9834,9834,0,1,0,0,0.001,0.001,0,0.002
Set4,MP,Class2_5_10_100_10_50,10,32,100,100,937,882,10,32,100,100,937,882,9884,9884,0,1,0,0.001,0,0.001,0.003,0.005
Set4,MP,Class2_5_10_100_25_75,10,25,100,100,1369,1243,10,25,100,100,1369,1243,8710,8710,0,1,0,0,0,0,0,0
Set4,MP,Class2_5_20_100_10_50,20,54,100,100,1555,1556,20,54,100,100,1555,1556,9912,9912,0,1,0,0.001,0.001,0.002,1.962,1.966
Set4,MP,Class2_5_20_100_25_75,20,56,100,100,2808,2862,20,56,100,100,2808,2862,9536,9536,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_5_30_100_10_50,30,72,100,100,2079,2244,29,72,100,100,2079,2244,9961,9961,0,1,0,0,0.002,0.003,0.069,0.074
Set4,MP,Class2_5_30_100_25_75,30,71,100,100,3574,3739,30,71,100,100,3574,3739,9939,9939,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_5_40_100_10_50,40,107,100,100,3009,3200,40,107,100,100,3009,3200,10000,10000,0,1,0,0.001,0.001,0.003,0,0.005
Set4,MP,Class2_5_40_100_25_75,40,106,100,100,4689,4919,39,106,100,100,4689,4919,9879,9879,0,1,0,0,0.001,0.001,0,0.002
Set4,MP,Class2_5_50_100_10_50,50,128,100,100,3663,3389,48,128,100,100,3663,3389,10000,10000,0,1,0,0.001,0.001,0.004,0,0.006
Set4,MP,Class2_5_50_100_25_75,50,136,100,100,6963,6338,49,136,100,100,6963,6338,9895,9895,0,1,0,0,0.001,0.001,0,0.002
Set4,MP,Class2_6_10_100_10_50,10,21,100,100,686,444,10,21,100,100,686,444,9642,9642,0,1,0,0,0.001,0.001,0.17,0.172
Set4,MP,Class2_6_10_100_25_75,10,30,100,100,1535,1538,10,30,100,100,1535,1538,9023,9023,0,1,0,0,0,0,0,0
Set4,MP,Class2_6_20_100_10_50,20,46,100,100,1289,1462,20,46,100,100,1289,1462,9872,9872,0,1,0,0,0.001,0.002,0.113,0.116
Set4,MP,Class2_6_20_100_25_75,20,55,100,100,2604,2833,20,55,100,100,2604,2833,9628,9628,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_6_30_100_10_50,30,72,100,100,2011,2175,30,72,100,100,2011,2175,9949,9949,0,1,0,0,0.001,0.002,4.193,4.196
Set4,MP,Class2_6_30_100_25_75,30,84,100,100,4573,4268,30,84,100,100,4573,4268,9799,9799,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_6_40_100_10_50,40,106,100,100,2535,3112,39,106,100,100,2535,3112,10000,10000,0,1,0,0.001,0.001,0.003,0,0.005
Set4,MP,Class2_6_40_100_25_75,40,87,100,100,4186,4276,40,87,100,100,4186,4276,9950,9950,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_6_50_100_10_50,50,128,100,100,3718,3891,50,128,100,100,3718,3891,10000,10000,0,1,0,0,0.002,0.004,0,0.006
Set4,MP,Class2_6_50_100_25_75,50,126,100,100,6193,6156,50,126,100,100,6193,6156,9883,9883,0,1,0,0,0.001,0.001,0,0.002
Set4,MP,Class2_7_10_100_10_50,10,25,100,100,727,792,10,25,100,100,727,792,9487,9487,0,1,0,0,0.001,0,0.113,0.114
Set4,MP,Class2_7_10_100_25_75,10,25,100,100,1334,1221,10,25,100,100,1334,1221,9077,9077,0,1,0,0,0,0,0.001,0.001
Set4,MP,Class2_7_20_100_10_50,20,54,100,100,1621,1437,20,54,100,100,1621,1437,9948,9948,0,1,0,0,0.001,0.002,0.005,0.008
Set4,MP,Class2_7_20_100_25_75,20,52,100,100,2653,2850,20,52,100,100,2653,2850,9748,9748,0,1,0,0,0,0,0,0
Set4,MP,Class2_7_30_100_10_50,30,72,100,100,2029,2331,30,72,100,100,2029,2331,9948,9948,0,1,0,0,0.002,0.002,0.311,0.315
Set4,MP,Class2_7_30_100_25_75,30,79,100,100,3983,3794,30,79,100,100,3983,3794,9888,9888,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_7_40_100_10_50,40,99,100,100,3119,3009,39,99,100,100,3119,3009,10000,10000,0,1,0,0,0.001,0.003,0,0.004
Set4,MP,Class2_7_40_100_25_75,40,108,100,100,5567,5681,39,108,100,100,5567,5681,9801,9801,0,1,0,0,0,0.001,0,0.001
Set4,MP,Class2_7_50_100_10_50,50,133,100,100,4026,3833,49,133,100,100,4026,3833,10000,10000,0,1,0,0,0.002,0.004,0,0.006
Set4,MP,Class2_7_50_100_25_75,50,118,100,100,5983,5800,49,118,100,100,5983,5800,9809,9809,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class2_8_10_100_10_50,10,21,100,100,589,607,10,21,100,100,589,607,9590,9590,0,1,0,0,0.001,0,0.428,0.429
Set4,MP,Class2_8_10_100_25_75,10,33,100,100,1815,1429,10,33,100,100,1815,1429,9564,9564,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class2_8_20_100_10_50,20,57,100,100,1748,1641,20,57,100,100,1748,1641,9933,9933,0,1,0,0,0.001,0.001,0.022,0.025
Set4,MP,Class2_8_20_100_25_75,20,56,100,100,2999,2732,20,56,100,100,2999,2732,9240,9240,0,1,0,0,0,0,0.002,0.002
Set4,MP,Class2_8_30_100_10_50,30,73,100,100,2322,2106,30,73,100,100,2322,2106,9976,9976,0,1,0,0.001,0.001,0.002,0.091,0.095
Set4,MP,Class2_8_30_100_25_75,30,77,100,100,3870,3396,30,77,100,100,3870,3396,9733,9733,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_8_40_100_10_50,40,97,100,100,2935,2946,40,97,100,100,2935,2946,10000,10000,0,1,0,0,0.002,0.002,0.046,0.05
Set4,MP,Class2_8_40_100_25_75,40,108,100,100,5547,5024,40,108,100,100,5547,5024,9881,9881,0,1,0,0.001,0,0.001,0,0.002
Set4,MP,Class2_8_50_100_10_50,50,130,100,100,4019,3640,48,130,100,100,4019,3640,10000,10000,0,1,0,0.001,0.001,0.004,0,0.006
Set4,MP,Class2_8_50_100_25_75,50,136,100,100,6214,6831,49,136,100,100,6214,6831,9950,9950,0,1,0,0,0.001,0.001,0,0.002
Set4,MP,Class2_9_10_100_10_50,10,23,100,100,655,529,10,23,100,100,655,529,9509,9509,0,1,0,0,0.001,0.001,6.291,6.293
Set4,MP,Class2_9_10_100_25_75,10,25,100,100,1326,1193,10,25,100,100,1326,1193,9233,9233,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_9_20_100_10_50,20,57,100,100,1778,1712,19,57,100,100,1778,1712,9898,9898,0,1,0,0,0.001,0.001,0.023,0.025
Set4,MP,Class2_9_20_100_25_75,20,43,100,100,2101,2074,20,43,100,100,2101,2074,9516,9516,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_9_30_100_10_50,30,70,100,100,2208,2194,30,70,100,100,2208,2194,9930,9930,0,1,0,0,0.002,0.001,0.088,0.091
Set4,MP,Class2_9_30_100_25_75,30,77,100,100,3835,3648,30,77,100,100,3835,3648,9859,9859,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class2_9_40_100_10_50,40,97,100,100,3020,2834,39,97,100,100,3020,2834,9987,9987,0,1,0,0,0.001,0.003,0.143,0.147
Set4,MP,Class2_9_40_100_25_75,40,95,100,100,4515,4456,39,95,100,100,4515,4456,9923,9923,0,1,0,0,0.001,0.001,0,0.002
Set4,MP,Class2_9_50_100_10_50,50,128,100,100,3469,3349,50,128,100,100,3469,3349,10000,10000,0,1,0,0.001,0.001,0.004,0,0.006
Set4,MP,Class2_9_50_100_25_75,50,123,100,100,6056,5979,50,123,100,100,6056,5979,9948,9948,0,1,0,0.001,0.001,0,0,0.002
Set4,MP,Class3_1_10_100_10_50,10,10,100,100,245,274,10,10,100,100,245,274,6486,6486,0,1,0,0,0,0,0,0
Set4,MP,Class3_1_10_100_25_75,10,10,100,100,411,501,10,10,100,100,411,501,8896,8896,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class3_1_20_100_10_50,20,20,100,100,617,615,20,20,100,100,617,615,9550,9550,0,1,0,0,0.001,0.001,2.448,2.45
Set4,MP,Class3_1_20_100_25_75,20,20,100,100,1069,1044,20,20,100,100,1069,1044,8741,8741,0,1,0,0,0,0,0.002,0.002
Set4,MP,Class3_1_30_100_10_50,30,30,100,100,970,720,30,30,100,100,970,720,9849,9773,0.007716519,0,0,0.001,0.002,0.002,36.688,36.693
Set4,MP,Class3_1_30_100_25_75,30,30,100,100,1438,1503,30,30,100,100,1438,1503,9588,9588,0,1,0,0.001,0,0,0.005,0.006
Set4,MP,Class3_1_40_100_10_50,40,40,100,100,1104,1153,40,40,100,100,1104,1153,9899,9879,0.002020406,0,0,0,0.002,0.002,36.695,36.699
Set4,MP,Class3_1_40_100_25_75,40,40,100,100,1994,1909,39,40,100,100,1994,1909,9731,9731,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_1_50_100_10_50,50,50,100,100,1513,1498,50,50,100,100,1513,1498,9980,9980,0,1,0,0.001,0.002,0.002,0.098,0.103
Set4,MP,Class3_1_50_100_25_75,50,50,100,100,2477,2461,50,50,100,100,2477,2461,9793,9793,0,1,0,0,0.001,0,0.003,0.004
Set4,MP,Class3_2_10_100_10_50,10,10,100,100,309,288,10,10,100,100,309,288,8762,8762,0,1,0,0,0.001,0,0.482,0.483
Set4,MP,Class3_2_10_100_25_75,10,10,100,100,468,439,10,10,100,100,468,439,8694,8694,0,1,0,0,0,0,0.001,0.001
Set4,MP,Class3_2_20_100_10_50,20,20,100,100,607,529,20,20,100,100,607,529,9702,9702,0,1,0,0,0.001,0.001,2.306,2.308
Set4,MP,Class3_2_20_100_25_75,20,20,100,100,1034,916,20,20,100,100,1034,916,9625,9625,0,1,0,0,0,0,0,0
Set4,MP,Class3_2_30_100_10_50,30,30,100,100,851,962,30,30,100,100,851,962,9759,9747,0.001229634,0,0,0,0.002,0.001,36.69,36.693
Set4,MP,Class3_2_30_100_25_75,30,30,100,100,1467,1509,30,30,100,100,1467,1509,9656,9656,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_2_40_100_10_50,40,40,100,100,1178,1093,40,40,100,100,1178,1093,9905,9903,2.02E-04,0,0,0,0.002,0.002,36.689,36.693
Set4,MP,Class3_2_40_100_25_75,40,40,100,100,1883,1998,40,40,100,100,1883,1998,9833,9833,0,1,0,0,0,0.001,0,0.001
Set4,MP,Class3_2_50_100_10_50,50,50,100,100,1353,1381,50,50,100,100,1353,1381,9985,9985,0,1,0,0,0.001,0.003,1.68,1.684
Set4,MP,Class3_2_50_100_25_75,50,50,100,100,2324,2640,49,50,100,100,2324,2640,9904,9904,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_3_10_100_10_50,10,10,100,100,291,350,10,10,100,100,291,350,8789,8789,0,1,0,0,0,0,0.07,0.07
Set4,MP,Class3_3_10_100_25_75,10,10,100,100,548,444,10,10,100,100,548,444,9187,9187,0,1,0,0,0,0,0,0
Set4,MP,Class3_3_20_100_10_50,20,20,100,100,602,580,20,20,100,100,602,580,9572,9572,0,1,0,0,0.001,0.001,27.542,27.544
Set4,MP,Class3_3_20_100_25_75,20,20,100,100,1020,956,20,20,100,100,1020,956,9516,9516,0,1,0,0,0.001,0,0.001,0.002
Set4,MP,Class3_3_30_100_10_50,30,30,100,100,908,912,29,30,100,100,908,912,9767,9767,0,1,0,0,0.001,0.002,18.795,18.798
Set4,MP,Class3_3_30_100_25_75,30,30,100,100,1421,1448,30,30,100,100,1421,1448,9667,9667,0,1,0,0,0.001,0,0.005,0.006
Set4,MP,Class3_3_40_100_10_50,40,40,100,100,1156,1252,40,40,100,100,1156,1252,9881,9881,0,1,0,0.001,0.001,0.002,28.09,28.094
Set4,MP,Class3_3_40_100_25_75,40,40,100,100,1857,1859,40,40,100,100,1857,1859,9829,9829,0,1,0,0.001,0,0.001,0.001,0.003
Set4,MP,Class3_3_50_100_10_50,50,50,100,100,1617,1586,48,50,100,100,1617,1586,9902,9892,0.001009897,0,0,0.001,0.001,0.003,36.693,36.698
Set4,MP,Class3_3_50_100_25_75,50,50,100,100,2449,2495,49,50,100,100,2449,2495,9855,9855,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_4_10_100_10_50,10,10,100,100,301,259,10,10,100,100,301,259,8473,8473,0,1,0,0,0,0,0,0
Set4,MP,Class3_4_10_100_25_75,10,10,100,100,460,527,10,10,100,100,460,527,8327,8327,0,1,0,0,0,0,0.001,0.001
Set4,MP,Class3_4_20_100_10_50,20,20,100,100,575,595,20,20,100,100,575,595,9543,9540,3.14E-04,0,0,0,0.001,0.001,36.691,36.693
Set4,MP,Class3_4_20_100_25_75,20,20,100,100,968,910,20,20,100,100,968,910,9537,9537,0,1,0,0,0,0,0,0
Set4,MP,Class3_4_30_100_10_50,30,30,100,100,937,874,30,30,100,100,937,874,9775,9775,0,1,0,0.001,0.001,0.001,2.061,2.064
Set4,MP,Class3_4_30_100_25_75,30,30,100,100,1606,1380,30,30,100,100,1606,1380,9790,9790,0,1,0,0,0,0,0,0
Set4,MP,Class3_4_40_100_10_50,40,40,100,100,1140,1278,40,40,100,100,1140,1278,9886,9886,0,1,0,0,0.002,0.002,8.644,8.648
Set4,MP,Class3_4_40_100_25_75,40,40,100,100,2024,2068,40,40,100,100,2024,2068,9538,9538,0,1,0,0.001,0,0.001,0.005,0.007
Set4,MP,Class3_4_50_100_10_50,50,50,100,100,1599,1415,48,50,100,100,1599,1415,9917,9917,0,1,0,0,0.002,0.002,12.709,12.713
Set4,MP,Class3_4_50_100_25_75,50,50,100,100,2433,2430,50,50,100,100,2433,2430,9872,9872,0,1,0,0,0.001,0,0.001,0.002
Set4,MP,Class3_5_10_100_10_50,10,10,100,100,297,358,9,10,100,100,297,358,8686,8686,0,1,0,0,0,0,0.008,0.008
Set4,MP,Class3_5_10_100_25_75,10,10,100,100,496,545,10,10,100,100,496,545,8438,8438,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_5_20_100_10_50,20,20,100,100,607,681,20,20,100,100,607,681,9462,9462,0,1,0,0,0.001,0.001,3.083,3.085
Set4,MP,Class3_5_20_100_25_75,20,20,100,100,1035,1013,20,20,100,100,1035,1013,9578,9578,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_5_30_100_10_50,30,30,100,100,923,979,28,30,100,100,923,979,9850,9850,0,1,0,0,0.001,0.001,0.121,0.123
Set4,MP,Class3_5_30_100_25_75,30,30,100,100,1640,1551,30,30,100,100,1640,1551,9513,9513,0,1,0,0,0,0,0,0
Set4,MP,Class3_5_40_100_10_50,40,40,100,100,1173,1160,40,40,100,100,1173,1160,9905,9905,0,1,0,0,0.002,0.001,6.925,6.928
Set4,MP,Class3_5_40_100_25_75,40,40,100,100,2059,1995,40,40,100,100,2059,1995,9827,9827,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_5_50_100_10_50,50,50,100,100,1486,1462,50,50,100,100,1486,1462,9963,9963,0,1,0,0.001,0.001,0.002,0.21,0.214
Set4,MP,Class3_5_50_100_25_75,50,50,100,100,2517,2364,49,50,100,100,2517,2364,9872,9872,0,1,0,0,0.002,0,0,0.002
Set4,MP,Class3_6_10_100_10_50,10,10,100,100,262,324,10,10,100,100,262,324,8214,8214,0,1,0,0,0,0,0,0
Set4,MP,Class3_6_10_100_25_75,10,10,100,100,501,473,10,10,100,100,501,473,9453,9453,0,1,0,0,0.002,0,0,0.002
Set4,MP,Class3_6_20_100_10_50,20,20,100,100,541,489,20,20,100,100,541,489,9722,9542,0.018514709,0,0,0,0.001,0.002,36.69,36.693
Set4,MP,Class3_6_20_100_25_75,20,20,100,100,1027,978,20,20,100,100,1027,978,9629,9629,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_6_30_100_10_50,30,30,100,100,805,969,29,30,100,100,805,969,9794,9794,0,1,0,0,0.002,0.001,5.776,5.779
Set4,MP,Class3_6_30_100_25_75,30,30,100,100,1325,1383,30,30,100,100,1325,1383,9812,9812,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_6_40_100_10_50,40,40,100,100,1164,1121,40,40,100,100,1164,1121,9914,9914,0,1,0,0.001,0.001,0.001,25.129,25.132
Set4,MP,Class3_6_40_100_25_75,40,40,100,100,1894,2076,39,40,100,100,1894,2076,9762,9762,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class3_6_50_100_10_50,50,50,100,100,1507,1432,50,50,100,100,1507,1432,9926,9916,0.001007455,0,0,0.001,0.001,0.003,36.695,36.7
Set4,MP,Class3_6_50_100_25_75,50,50,100,100,2371,2325,50,50,100,100,2371,2325,9817,9817,0,1,0,0,0.001,0,0.002,0.003
Set4,MP,Class3_7_10_100_10_50,10,10,100,100,272,224,10,10,100,100,272,224,6304,6304,0,1,0,0,0,0,0,0
Set4,MP,Class3_7_10_100_25_75,10,10,100,100,471,497,10,10,100,100,471,497,9424,9424,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class3_7_20_100_10_50,20,20,100,100,598,557,20,20,100,100,598,557,9563,9563,0,1,0,0.001,0.001,0.001,10.339,10.342
Set4,MP,Class3_7_20_100_25_75,20,20,100,100,1068,953,20,20,100,100,1068,953,9206,9206,0,1,0,0,0.001,0,0.002,0.003
Set4,MP,Class3_7_30_100_10_50,30,30,100,100,845,882,30,30,100,100,845,882,9885,9885,0,1,0,0,0.001,0.002,0.419,0.422
Set4,MP,Class3_7_30_100_25_75,30,30,100,100,1531,1560,29,30,100,100,1531,1560,9506,9506,0,1,0,0,0.001,0,0.004,0.005
Set4,MP,Class3_7_40_100_10_50,40,40,100,100,1154,1130,38,40,100,100,1154,1130,9939,9939,0,1,0,0,0.002,0.002,1.231,1.235
Set4,MP,Class3_7_40_100_25_75,40,40,100,100,1844,2103,40,40,100,100,1844,2103,9881,9881,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_7_50_100_10_50,50,50,100,100,1593,1589,50,50,100,100,1593,1589,9947,9947,0,1,0,0.001,0.001,0.002,0.673,0.677
Set4,MP,Class3_7_50_100_25_75,50,50,100,100,2400,2378,50,50,100,100,2400,2378,9786,9786,0,1,0,0,0.001,0,0.002,0.003
Set4,MP,Class3_8_10_100_10_50,10,10,100,100,300,319,10,10,100,100,300,319,8515,8515,0,1,0,0,0.001,0,0.236,0.237
Set4,MP,Class3_8_10_100_25_75,10,10,100,100,501,542,10,10,100,100,501,542,8917,8917,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_8_20_100_10_50,20,20,100,100,548,641,20,20,100,100,548,641,9585,9585,0,1,0,0,0.002,0,6.266,6.268
Set4,MP,Class3_8_20_100_25_75,20,20,100,100,988,1030,20,20,100,100,988,1030,9417,9417,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_8_30_100_10_50,30,30,100,100,940,882,30,30,100,100,940,882,9786,9786,0,1,0,0.001,0.001,0.001,1.963,1.966
Set4,MP,Class3_8_30_100_25_75,30,30,100,100,1465,1355,30,30,100,100,1465,1355,9813,9813,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_8_40_100_10_50,40,40,100,100,1218,1144,40,40,100,100,1218,1144,9888,9884,4.05E-04,0,0,0,0.002,0.002,36.689,36.693
Set4,MP,Class3_8_40_100_25_75,40,40,100,100,2242,1934,40,40,100,100,2242,1934,9659,9659,0,1,0,0,0.002,0,0,0.002
Set4,MP,Class3_8_50_100_10_50,50,50,100,100,1464,1556,49,50,100,100,1464,1556,9953,9953,0,1,0,0,0.002,0.003,0.906,0.911
Set4,MP,Class3_8_50_100_25_75,50,50,100,100,2332,2351,50,50,100,100,2332,2351,9871,9871,0,1,0,0.001,0,0.001,0,0.002
Set4,MP,Class3_9_10_100_10_50,10,10,100,100,348,342,10,10,100,100,348,342,9089,9089,0,1,0,0,0,0,0.014,0.014
Set4,MP,Class3_9_10_100_25_75,10,10,100,100,509,447,10,10,100,100,509,447,8820,8820,0,1,0,0,0,0,0.001,0.001
Set4,MP,Class3_9_20_100_10_50,20,20,100,100,642,670,20,20,100,100,642,670,9711,9711,0,1,0,0,0.001,0,0.024,0.025
Set4,MP,Class3_9_20_100_25_75,20,20,100,100,1057,970,20,20,100,100,1057,970,9463,9463,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_9_30_100_10_50,30,30,100,100,860,893,30,30,100,100,860,893,9815,9815,0,1,0,0,0.002,0.001,16.912,16.915
Set4,MP,Class3_9_30_100_25_75,30,30,100,100,1330,1512,30,30,100,100,1330,1512,9714,9714,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_9_40_100_10_50,40,40,100,100,1156,1101,39,40,100,100,1156,1101,9892,9863,0.002931662,0,0,0.001,0.002,0.002,36.688,36.693
Set4,MP,Class3_9_40_100_25_75,40,40,100,100,1958,1930,40,40,100,100,1958,1930,9772,9772,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_9_50_100_10_50,50,50,100,100,1329,1419,50,50,100,100,1329,1419,9953,9947,6.03E-04,0,0,0.001,0.001,0.003,36.708,36.713
Set4,MP,Class3_9_50_100_25_75,50,50,100,100,2543,2314,50,50,100,100,2543,2314,9828,9828,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class1_10_10_100_10_50,10,66,100,100,1699,1322,10,66,100,100,1699,1322,9776,9776,0,1,0,0.001,0,0.001,0,0.002
Set4,MP,Class1_10_10_100_25_75,10,21,100,100,1048,813,10,21,100,100,1048,813,9914,9914,0,1,0,0,0,0,0,0
Set4,MP,Class1_10_20_100_10_50,20,117,100,100,3018,3424,19,117,100,100,3018,3424,9976,9976,0,1,0,0,0.001,0.003,0,0.004
Set4,MP,Class1_10_20_100_25_75,20,36,100,100,1640,1823,20,36,100,100,1640,1823,9503,9503,0,1,0,0,0,0,0,0
Set4,MP,Class1_10_30_100_10_50,30,251,100,100,5277,6923,30,251,100,100,5277,6923,10000,10000,0,1,0,0.001,0.001,0,0.031,0.033
Set4,MP,Class1_10_30_100_25_75,30,58,100,100,2558,2512,30,58,100,100,2558,2512,9876,9876,0,1,0,0,0.002,0,0,0.002
Set4,MP,Class1_10_40_100_10_50,40,324,100,100,8467,6888,40,324,100,100,8467,6888,10000,10000,0,1,0,0,0.002,0,0.048,0.05
Set4,MP,Class1_10_40_100_25_75,40,86,100,100,4015,3713,39,86,100,100,4015,3713,9919,9919,0,1,0,0.001,0,0.001,0,0.002
Set4,MP,Class1_10_50_100_10_50,50,385,100,100,9021,8946,49,385,100,100,9021,8946,10000,10000,0,1,0,0.001,0.002,0,0.2,0.203
Set4,MP,Class1_10_50_100_25_75,50,83,100,100,4484,3827,48,83,100,100,4484,3827,9778,9778,0,1,0,0.001,0.001,0,0,0.002
Set4,MP,Class1_11_10_100_10_50,10,74,100,100,2050,1641,10,74,100,100,2050,1641,9737,9737,0,1,0,0,0.001,0.001,0.009,0.011
Set4,MP,Class1_11_10_100_25_75,10,12,100,100,697,622,10,12,100,100,697,622,8088,8088,0,1,0,0,0,0,0,0
Set4,MP,Class1_11_20_100_10_50,20,128,100,100,3342,3020,20,128,100,100,3342,3020,10000,10000,0,1,0,0,0.002,0.002,0,0.004
Set4,MP,Class1_11_20_100_25_75,20,33,100,100,1609,1724,20,33,100,100,1609,1724,9302,9302,0,1,0,0,0,0.001,0,0.001
Set4,MP,Class1_11_30_100_10_50,30,278,100,100,7462,6226,30,278,100,100,7462,6226,10000,10000,0,1,0,0,0.002,0,0.04,0.042
