set,subset,instance,m,n,W,H,sum_w,sum_h,m',n',W',H',sum_w',sum_h',ub,lb,gap,opt,OOM,pre_time(s),ub0_time(s),dp_time(s),bid_time(s),time(s)
Set5,CHW(1-2),CHW1,10,23,40,70,326,348,10,23,40,70,326,348,2892,2892,0,1,0,0,0,0.001,0.003,0.004
Set5,CHW(1-2),CHW2,20,62,40,70,1529,1742,19,62,40,70,1529,1742,1860,1860,0,1,0,0,0,0,0.016,0.016
Set5,CW(1-11),CW1,25,67,125,105,2882,2573,25,67,125,105,2882,2573,6402,6402,0,1,0,0,0.001,0.001,0.008,0.01
Set5,CW(1-11),CW2,35,63,145,165,3898,4193,35,63,145,165,3898,4193,5354,5354,0,1,0,0.001,0.001,0.001,0.016,0.019
Set5,CW(1-11),CW3,40,96,267,207,10521,7353,40,96,267,207,10521,7353,5689,5689,0,1,0,0.001,0.005,0.001,0.006,0.013
Set5,CW(1-11),CW4,39,86,465,387,15289,13390,39,86,465,387,15289,13390,6175,6175,0,1,0,0.004,0.015,0.001,0.001,0.021
Set5,CW(1-11),CW5,35,91,524,678,17584,24340,35,91,524,678,17584,24340,11659,11659,0,1,0,0.007,0.031,0.002,0.003,0.043
Set5,CW(1-11),CW6,55,149,781,657,41011,38868,55,149,781,657,41011,38868,12923,12923,0,1,0,0.016,0.1,0.008,0.17,0.294
Set5,CW(1-11),CW7,45,123,276,374,11798,18686,45,123,276,374,11798,18686,9898,9898,0,1,0,0.002,0.009,0.003,0,0.014
Set5,CW(1-11),CW8,60,168,305,287,19884,18019,60,168,305,287,19884,18019,4605,4605,0,1,0,0.003,0.009,0.005,0.045,0.062
Set5,CW(1-11),CW9,50,131,405,362,19739,18601,50,131,405,362,19739,18601,10748,10748,0,1,0,0.004,0.016,0.003,0,0.023
Set5,CW(1-11),CW10,60,130,992,970,54022,53536,60,130,992,970,54022,53536,6515,6515,0,1,0,0.034,0.171,0.005,0,0.21
Set5,CW(1-11),CW11,60,114,982,967,47978,46996,60,114,982,967,47978,46996,6321,6321,0,1,0,0.03,0.17,0.005,0,0.205
Set5,Hchl(1-2+9),Hchl1,30,65,130,130,2394,2244,30,65,130,130,2394,2244,11499,11303,0.01704496,0,0,0.001,0.003,0.003,36.686,36.693
Set5,Hchl(1-2+9),Hchl2,35,75,130,130,2612,2539,35,75,130,130,2612,2539,10019,9954,0.006487673,0,0,0.001,0.002,0.002,36.688,36.693
Set5,Hchl(1-2+9),Hchl9,35,76,65,76,1629,2024,35,76,65,76,1629,2024,5240,5240,0,1,0,0,0,0.001,5.25,5.251
Set5,STS(2+4),STS2,30,78,55,85,1739,2194,30,78,55,85,1739,2194,4620,4620,0,1,0,0,0.001,0.001,0.991,0.993
Set5,STS(2+4),STS4,20,50,99,99,1443,1421,20,50,99,99,1443,1421,9700,9700,0,1,0,0,0.001,0.001,0.553,0.555
Set6,CGCUT3,CGCUT3,20,62,40,70,1529,1742,19,62,40,70,1529,1742,1860,1860,0,1,0,0,0,0,0.014,0.014
Set6,HCCUT(3+8),hccut03,7,7,30,30,70,85,7,7,30,30,70,85,1178,1178,0,1,0,0,0,0,0.001,0.001
Set6,HCCUT(3+8),hccut08,15,15,30,30,153,226,15,15,30,30,153,226,1270,1270,0,1,0,0,0,0,0.007,0.007
Set6,NGCUT(1-12),NGCUT1,5,10,10,10,51,50,5,10,10,10,51,50,164,164,0,1,0,0,0,0,0,0
Set6,NGCUT(1-12),NGCUT2,7,17,10,10,85,79,7,17,10,10,85,79,230,230,0,1,0,0,0,0,0.001,0.001
Set6,NGCUT(1-12),NGCUT3,10,21,10,10,105,69,10,21,10,10,105,69,247,247,0,1,0,0,0,0,0.001,0.001
Set6,NGCUT(1-12),NGCUT4,5,7,15,10,78,15,5,7,15,10,78,15,268,268,0,1,0,0,0,0,0,0
Set6,NGCUT(1-12),NGCUT5,7,14,15,10,147,40,7,14,15,10,147,40,358,358,0,1,0,0,0,0,0,0
Set6,NGCUT(1-12),NGCUT6,10,15,15,10,88,66,10,15,15,10,88,66,289,289,0,1,0,0,0,0,0.002,0.002
Set6,NGCUT(1-12),NGCUT7,5,8,20,20,63,37,5,8,20,20,63,37,430,430,0,1,0,0,0,0,0,0
Set6,NGCUT(1-12),NGCUT8,7,13,20,20,149,59,7,13,20,20,149,59,834,834,0,1,0,0,0,0,0.006,0.006
Set6,NGCUT(1-12),NGCUT9,10,18,20,20,176,115,10,18,20,20,176,115,924,924,0,1,0,0,0,0.001,0.003,0.004
Set6,NGCUT(1-12),NGCUT10,5,13,30,30,277,151,5,13,30,30,277,151,1452,1452,0,1,0,0,0,0,0,0
Set6,NGCUT(1-12),NGCUT11,7,15,30,30,217,145,7,15,30,30,217,145,1688,1688,0,1,0,0,0,0,0.005,0.005
Set6,NGCUT(1-12),NGCUT12,10,22,30,30,208,353,10,22,30,30,208,353,1865,1865,0,1,0,0,0,0.001,0.009,0.01
Set6,OKP(1-5),OKP1,15,50,100,100,1876,2170,15,50,100,100,1876,2170,27589,27589,0,1,0,0.001,0.001,0.002,0.063,0.067
Set6,OKP(1-5),OKP2,30,30,100,100,952,1575,30,30,100,100,952,1575,22502,22502,0,1,0,0,0.001,0.005,24.421,24.427
Set6,OKP(1-5),OKP3,30,30,100,100,901,1728,30,30,100,100,901,1728,24019,24019,0,1,0,0.001,0.001,0.001,7.373,7.376
Set6,OKP(1-5),OKP4,33,61,100,100,2145,3201,33,61,100,100,2145,3201,32893,32893,0,1,0,0,0.001,0.007,0.273,0.281
Set6,OKP(1-5),OKP5,29,97,100,100,2867,4720,29,97,100,100,2867,4720,27923,27923,0,1,0,0.001,0.001,0.001,0.082,0.085
Set6,Wang20,wang20,19,42,70,40,1001,975,19,42,70,40,1001,975,2721,2721,0,1,0,0,0,0,0,0
Set7,NGCUTFS,NGCUTFS1-1,40,40,100,100,1969,2377,40,40,100,100,1969,2377,27968,27968,0,1,0,0.001,0.001,0.003,0.057,0.062
Set7,NGCUTFS,NGCUTFS1-2,40,40,100,100,1986,1694,40,40,100,100,1986,1694,28946,28946,0,1,0,0.001,0.001,0.003,0.03,0.035
Set7,NGCUTFS,NGCUTFS1-3,40,40,100,100,1837,2215,40,40,100,100,1837,2215,27966,27966,0,1,0,0,0.002,0.003,0.377,0.382
Set7,NGCUTFS,NGCUTFS1-4,40,40,100,100,1962,2227,40,40,100,100,1962,2227,28494,28494,0,1,0,0.001,0.001,0.004,1.209,1.215
Set7,NGCUTFS,NGCUTFS1-5,40,40,100,100,1843,1893,40,40,100,100,1843,1893,28677,28677,0,1,0,0.001,0.002,0.004,6.752,6.759
Set7,NGCUTFS,NGCUTFS1-6,40,40,100,100,1822,2111,40,40,100,100,1822,2111,27798,27798,0,1,0,0.001,0.001,0.004,6.934,6.94
Set7,NGCUTFS,NGCUTFS1-7,40,40,100,100,1796,1900,40,40,100,100,1796,1900,28270,28270,0,1,0,0,0.002,0.004,5.947,5.953
Set7,NGCUTFS,NGCUTFS1-8,40,40,100,100,1989,1767,40,40,100,100,1989,1767,28594,27780,0.028467511,0,0,0,0.002,0.004,36.695,36.701
Set7,NGCUTFS,NGCUTFS1-9,40,40,100,100,2040,1776,40,40,100,100,2040,1776,28811,28811,0,1,0,0,0.002,0.006,5.68,5.688
Set7,NGCUTFS,NGCUTFS2-1,40,40,100,100,1739,1945,40,40,100,100,1739,1945,28132,27659,0.016813593,0,0,0,0.002,0.005,36.686,36.693
Set7,NGCUTFS,NGCUTFS2-2,40,40,100,100,1661,1689,39,40,100,100,1661,1689,27997,27997,0,1,0,0.001,0.002,0.003,1.35,1.356
Set7,NGCUTFS,NGCUTFS2-3,40,40,100,100,1451,1818,40,40,100,100,1451,1818,27894,27283,0.021904352,0,0,0.001,0.002,0.006,36.684,36.693
Set7,NGCUTFS,NGCUTFS2-4,40,40,100,100,1512,1581,40,40,100,100,1512,1581,29319,29319,0,1,0,0.001,0.001,0.004,1.216,1.222
Set7,NGCUTFS,NGCUTFS2-5,40,40,100,100,1452,1739,40,40,100,100,1452,1739,28662,27669,0.034645175,0,0,0.001,0.002,0.004,36.686,36.693
Set7,NGCUTFS,NGCUTFS2-6,40,40,100,100,1679,1511,40,40,100,100,1679,1511,28215,27056,0.041077441,0,0,0.001,0.001,0.005,36.686,36.693
Set7,NGCUTFS,NGCUTFS2-7,40,40,100,100,1703,1852,40,40,100,100,1703,1852,28577,27316,0.044126395,0,0,0.001,0.002,0.004,36.686,36.693
Set7,NGCUTFS,NGCUTFS2-8,40,40,100,100,1744,2223,40,40,100,100,1744,2223,27496,26837,0.023967122,0,0,0.001,0.001,0.004,36.687,36.693
Set7,NGCUTFS,NGCUTFS2-9,40,40,100,100,1820,1586,40,40,100,100,1820,1586,28544,28146,0.013943386,0,0,0.001,0.002,0.005,36.685,36.693
Set7,NGCUTFS,NGCUTFS3-1,40,40,100,100,1383,1299,40,40,100,100,1383,1299,29360,28315,0.035592643,0,0,0.001,0.002,0.006,36.684,36.693
Set7,NGCUTFS,NGCUTFS3-2,40,40,100,100,1223,1462,40,40,100,100,1223,1462,28816,27419,0.048480011,0,0,0.001,0.002,0.005,36.685,36.693
Set7,NGCUTFS,NGCUTFS3-3,40,40,100,100,1347,1606,40,40,100,100,1347,1606,28889,28889,0,1,0,0.001,0.001,0.002,8.331,8.335
Set7,NGCUTFS,NGCUTFS3-4,40,40,100,100,1313,1547,40,40,100,100,1313,1547,27515,26616,0.032673087,0,0,0.001,0.003,0.005,36.684,36.693
Set7,NGCUTFS,NGCUTFS3-5,40,40,100,100,1638,1563,40,40,100,100,1638,1563,28133,27787,0.012298724,0,0,0.001,0.002,0.002,36.688,36.693
Set7,NGCUTFS,NGCUTFS3-6,40,40,100,100,1469,1551,40,40,100,100,1469,1551,29084,28918,0.005707606,0,0,0.001,0.003,0.005,36.684,36.693
Set7,NGCUTFS,NGCUTFS3-7,40,40,100,100,1452,1675,40,40,100,100,1452,1675,29418,28543,0.029743694,0,0,0.001,0.001,0.007,36.684,36.693
Set7,NGCUTFS,NGCUTFS3-8,40,40,100,100,1377,1468,40,40,100,100,1377,1468,28329,28329,0,1,0,0.001,0.002,0.003,28.749,28.755
Set7,NGCUTFS,NGCUTFS3-9,40,40,100,100,1558,1441,40,40,100,100,1558,1441,28661,28058,0.021039043,0,0,0.001,0.002,0.004,36.686,36.693
Set7,NGCUTFS,NGCUTFS1-10,40,40,100,100,2022,1789,40,40,100,100,2022,1789,28676,28676,0,1,0,0.001,0.001,0.003,0.077,0.082
Set7,NGCUTFS,NGCUTFS1-11,40,120,100,100,5388,6201,40,120,100,100,5388,6201,28725,28698,9.40E-04,0,0,0.001,0.001,0.004,36.687,36.693
Set7,NGCUTFS,NGCUTFS1-12,40,120,100,100,4668,5568,40,120,100,100,4668,5568,29470,29470,0,1,0,0.001,0.002,0.006,1.71,1.719
Set7,NGCUTFS,NGCUTFS1-13,40,120,100,100,5601,5604,40,120,100,100,5601,5604,29559,29559,0,1,0,0,0.002,0.004,0.002,0.008
Set7,NGCUTFS,NGCUTFS1-14,40,120,100,100,5667,5301,40,120,100,100,5667,5301,29154,29154,0,1,0,0.001,0.001,0.005,5.17,5.177
Set7,NGCUTFS,NGCUTFS1-15,40,120,100,100,5874,5871,40,120,100,100,5874,5871,29506,29506,0,1,0,0.001,0.002,0.004,0.1,0.107
Set7,NGCUTFS,NGCUTFS1-16,40,120,100,100,5685,5922,40,120,100,100,5685,5922,29388,29388,0,1,0,0.001,0.001,0.004,0.002,0.008
Set7,NGCUTFS,NGCUTFS1-17,40,120,100,100,5481,5532,40,120,100,100,5481,5532,27996,27996,0,1,0,0.001,0.002,0.003,0.023,0.029
Set7,NGCUTFS,NGCUTFS1-18,40,120,100,100,5847,5205,40,120,100,100,5847,5205,29416,29416,0,1,0,0,0.002,0.004,7.534,7.54
Set7,NGCUTFS,NGCUTFS1-19,40,120,100,100,6189,5154,40,120,100,100,6189,5154,29712,29712,0,1,0,0.001,0.002,0.005,0.408,0.416
Set7,NGCUTFS,NGCUTFS1-20,40,120,100,100,5790,6492,40,120,100,100,5790,6492,29112,29112,0,1,0,0.001,0.001,0.004,0.108,0.114
Set7,NGCUTFS,NGCUTFS1-21,40,160,100,100,7864,6900,40,160,100,100,7864,6900,29700,29700,0,1,0,0.001,0.001,0,0,0.002
Set7,NGCUTFS,NGCUTFS1-22,40,160,100,100,7008,7372,40,160,100,100,7008,7372,29790,29790,0,1,0,0.001,0.002,0.004,0.12,0.127
Set7,NGCUTFS,NGCUTFS1-23,40,160,100,100,8832,7352,40,160,100,100,8832,7352,29754,29754,0,1,0,0.001,0.002,0.004,0.016,0.023
Set7,NGCUTFS,NGCUTFS1-24,40,160,100,100,6876,9384,40,160,100,100,6876,9384,29240,29240,0,1,0,0.001,0.001,0.002,0.001,0.005
Set7,NGCUTFS,NGCUTFS1-25,40,160,100,100,8220,7048,40,160,100,100,8220,7048,29901,29901,0,1,0,0.001,0.002,0.006,0,0.009
Set7,NGCUTFS,NGCUTFS1-26,40,160,100,100,8160,7516,39,160,100,100,8160,7516,28940,28940,0,1,0,0.001,0.001,0.004,6.732,6.738
Set7,NGCUTFS,NGCUTFS1-27,40,160,100,100,7416,7144,40,160,100,100,7416,7144,29676,29676,0,1,0,0.001,0.001,0,0,0.002
Set7,NGCUTFS,NGCUTFS1-28,40,160,100,100,6884,8308,40,160,100,100,6884,8308,29561,29546,5.07E-04,0,0,0.001,0.002,0.006,36.684,36.693
Set7,NGCUTFS,NGCUTFS1-29,40,160,100,100,8436,8584,40,160,100,100,8436,8584,29058,29058,0,1,0,0.001,0.001,0.003,0.001,0.006
Set7,NGCUTFS,NGCUTFS1-30,40,160,100,100,8536,7904,40,160,100,100,8536,7904,29296,29296,0,1,0,0.001,0.001,0.003,0,0.005
Set7,NGCUTFS,NGCUTFS1-31,50,50,100,100,2277,2510,50,50,100,100,2277,2510,29181,29181,0,1,0,0.001,0.002,0.004,0.176,0.183
Set7,NGCUTFS,NGCUTFS1-32,50,50,100,100,2368,2419,50,50,100,100,2368,2419,28400,28400,0,1,0,0.001,0.001,0.003,0.413,0.418
Set7,NGCUTFS,NGCUTFS1-33,50,50,100,100,2545,2135,50,50,100,100,2545,2135,29005,28548,0.015755904,0,0,0.001,0.002,0.004,36.686,36.693
Set7,NGCUTFS,NGCUTFS1-34,50,50,100,100,2334,1994,50,50,100,100,2334,1994,28457,27917,0.018975999,0,0,0.001,0.001,0.005,36.686,36.693
Set7,NGCUTFS,NGCUTFS1-35,50,50,100,100,2383,2675,50,50,100,100,2383,2675,28416,28416,0,1,0,0.002,0.001,0.005,32.313,32.321
Set7,NGCUTFS,NGCUTFS1-36,50,50,100,100,2297,2338,50,50,100,100,2297,2338,28580,28580,0,1,0,0.001,0.002,0.003,0.053,0.059
Set7,NGCUTFS,NGCUTFS1-37,50,50,100,100,2448,2217,50,50,100,100,2448,2217,29648,29648,0,1,0,0.001,0.002,0.004,0.002,0.009
Set7,NGCUTFS,NGCUTFS1-38,50,50,100,100,2369,2579,50,50,100,100,2369,2579,28296,28296,0,1,0,0.001,0.001,0.004,0.111,0.117
Set7,NGCUTFS,NGCUTFS1-39,50,50,100,100,2023,2137,50,50,100,100,2023,2137,29514,29514,0,1,0,0.001,0.002,0.006,0.134,0.143
Set7,NGCUTFS,NGCUTFS1-40,50,50,100,100,2703,2360,50,50,100,100,2703,2360,28272,28272,0,1,0,0.001,0.002,0.005,0.708,0.716
Set7,NGCUTFS,NGCUTFS1-41,50,150,100,100,6300,8280,50,150,100,100,6300,8280,29564,29564,0,1,0,0.001,0.001,0.005,0.163,0.17
Set7,NGCUTFS,NGCUTFS1-42,50,150,100,100,7746,6753,50,150,100,100,7746,6753,29808,29808,0,1,0,0.001,0.002,0.005,0.104,0.112
Set7,NGCUTFS,NGCUTFS1-43,50,150,100,100,6765,7512,50,150,100,100,6765,7512,29556,29556,0,1,0,0.001,0.002,0.005,0.346,0.354
Set7,NGCUTFS,NGCUTFS1-44,50,150,100,100,7302,7590,50,150,100,100,7302,7590,29397,29397,0,1,0,0.001,0.002,0.006,0.402,0.411
Set7,NGCUTFS,NGCUTFS1-45,50,150,100,100,7779,6825,50,150,100,100,7779,6825,29541,29541,0,1,0,0.001,0.001,0.005,0.172,0.179
Set7,NGCUTFS,NGCUTFS1-46,50,150,100,100,7491,7188,50,150,100,100,7491,7188,29685,29685,0,1,0,0.001,0.002,0.003,0.228,0.234
Set7,NGCUTFS,NGCUTFS1-47,50,150,100,100,6183,6732,50,150,100,100,6183,6732,29368,29368,0,1,0,0.001,0.002,0.005,0.175,0.183
Set7,NGCUTFS,NGCUTFS1-48,50,150,100,100,7644,7563,50,150,100,100,7644,7563,29370,29370,0,1,0,0.001,0.002,0.005,0.247,0.255
Set7,NGCUTFS,NGCUTFS1-49,50,150,100,100,7977,6816,50,150,100,100,7977,6816,29670,29670,0,1,0,0.001,0.002,0.005,0.473,0.481
Set7,NGCUTFS,NGCUTFS1-50,50,150,100,100,7554,8382,50,150,100,100,7554,8382,29520,29520,0,1,0,0.001,0.001,0.006,0.17,0.178
Set7,NGCUTFS,NGCUTFS1-51,50,200,100,100,10016,9468,50,200,100,100,10016,9468,29874,29874,0,1,0,0.001,0.002,0.007,0.196,0.206
Set7,NGCUTFS,NGCUTFS1-52,50,200,100,100,8856,9952,50,200,100,100,8856,9952,29847,29847,0,1,0,0.001,0.002,0.003,0.059,0.065
Set7,NGCUTFS,NGCUTFS1-53,50,200,100,100,9508,8100,50,200,100,100,9508,8100,29919,29919,0,1,0,0.002,0.001,0.004,0.091,0.098
Set7,NGCUTFS,NGCUTFS1-54,50,200,100,100,10084,9896,50,200,100,100,10084,9896,29928,29928,0,1,0,0.002,0.002,0.006,0.175,0.185
Set7,NGCUTFS,NGCUTFS1-55,50,200,100,100,9764,9632,50,200,100,100,9764,9632,29928,29928,0,1,0,0.001,0.002,0.005,0.191,0.199
Set7,NGCUTFS,NGCUTFS1-56,50,200,100,100,10204,8448,50,200,100,100,10204,8448,29881,29881,0,1,0,0.002,0.002,0.007,0.325,0.336
Set7,NGCUTFS,NGCUTFS1-57,50,200,100,100,9432,9228,50,200,100,100,9432,9228,29156,29156,0,1,0,0.002,0.001,0.005,0.478,0.486
Set7,NGCUTFS,NGCUTFS1-58,50,200,100,100,8956,10420,50,200,100,100,8956,10420,29799,29799,0,1,0,0.002,0.002,0.005,0.084,0.093
Set7,NGCUTFS,NGCUTFS1-59,50,200,100,100,9704,9784,50,200,100,100,9704,9784,29748,29748,0,1,0,0.001,0.002,0.004,0.201,0.208
Set7,NGCUTFS,NGCUTFS1-60,50,200,100,100,8920,8664,50,200,100,100,8920,8664,29386,29386,0,1,0,0.001,0.002,0.006,0.72,0.729
Set7,NGCUTFS,NGCUTFS1-61,100,100,100,100,4481,4242,100,100,100,100,4481,4242,29865,29865,0,1,0,0.003,0.002,0.008,0.048,0.061
Set7,NGCUTFS,NGCUTFS1-62,100,100,100,100,4992,5093,100,100,100,100,4992,5093,29442,29250,0.006521296,0,0,0.003,0.002,0.007,36.737,36.749
Set7,NGCUTFS,NGCUTFS1-63,100,100,100,100,4764,4982,100,100,100,100,4764,4982,29699,29699,0,1,0,0.002,0.003,0.007,0.304,0.316
Set7,NGCUTFS,NGCUTFS1-64,100,100,100,100,4684,4866,100,100,100,100,4684,4866,29778,29778,0,1,0,0.002,0.002,0.008,4.685,4.697
Set7,NGCUTFS,NGCUTFS1-65,100,100,100,100,5137,5243,100,100,100,100,5137,5243,29523,29523,0,1,0,0.002,0.002,0.005,0.697,0.706
Set7,NGCUTFS,NGCUTFS1-66,100,100,100,100,5244,4680,100,100,100,100,5244,4680,29558,29558,0,1,0,0.002,0.002,0.006,0.314,0.324
Set7,NGCUTFS,NGCUTFS1-67,100,100,100,100,4940,4815,99,100,100,100,4940,4815,29592,29592,0,1,0,0.002,0.002,0.006,3.509,3.519
Set7,NGCUTFS,NGCUTFS1-68,100,100,100,100,4658,4689,100,100,100,100,4658,4689,29685,29685,0,1,0,0.002,0.002,0.006,4.008,4.018
Set7,NGCUTFS,NGCUTFS1-69,100,100,100,100,4808,4673,99,100,100,100,4808,4673,29523,29523,0,1,0,0.002,0.002,0.009,3.267,3.28
Set7,NGCUTFS,NGCUTFS1-70,100,100,100,100,4864,4980,98,100,100,100,4864,4980,29565,29565,0,1,0,0.002,0.002,0.005,0.001,0.01
Set7,NGCUTFS,NGCUTFS1-71,100,300,100,100,14394,14403,98,300,100,100,14394,14403,29955,29955,0,1,0,0.002,0.002,0,2.136,2.14
Set7,NGCUTFS,NGCUTFS1-72,100,300,100,100,15639,14700,100,300,100,100,15639,14700,29826,29826,0,1,0,0.003,0.003,0,0.001,0.007
Set7,NGCUTFS,NGCUTFS1-73,100,300,100,100,14835,14655,100,300,100,100,14835,14655,29880,29880,0,1,0,0.002,0.003,0,1.869,1.874
Set7,NGCUTFS,NGCUTFS1-74,100,300,100,100,14469,14961,100,300,100,100,14469,14961,29892,29892,0,1,0,0.003,0.002,0,3.898,3.903
Set7,NGCUTFS,NGCUTFS1-75,100,300,100,100,14916,15282,100,300,100,100,14916,15282,29880,29880,0,1,0,0.007,0.002,0,0.683,0.692
Set7,NGCUTFS,NGCUTFS1-76,100,300,100,100,13938,15942,100,300,100,100,13938,15942,29982,29982,0,1,0,0.004,0.003,0,3.393,3.4
Set7,NGCUTFS,NGCUTFS1-77,100,300,100,100,13983,13317,99,300,100,100,13983,13317,29881,29881,0,1,0,0.003,0.003,0,10.766,10.772
Set7,NGCUTFS,NGCUTFS1-78,100,300,100,100,13773,15288,99,300,100,100,13773,15288,30000,30000,0,1,0,0.002,0.002,0,1.667,1.671
Set7,NGCUTFS,NGCUTFS1-79,100,300,100,100,15162,14709,100,300,100,100,15162,14709,29904,29904,0,1,0,0.002,0.002,0,0.001,0.005
Set7,NGCUTFS,NGCUTFS1-80,100,300,100,100,15201,14268,100,300,100,100,15201,14268,29799,29799,0,1,0,0.002,0.002,0,2.391,2.395
Set7,NGCUTFS,NGCUTFS1-81,100,400,100,100,18984,19180,100,400,100,100,18984,19180,29985,29985,0,1,0,0.002,0.002,0,0.683,0.687
Set7,NGCUTFS,NGCUTFS1-82,100,400,100,100,19456,19176,100,400,100,100,19456,19176,29949,29949,0,1,0,0.003,0.002,0,1.887,1.892
Set7,NGCUTFS,NGCUTFS1-83,100,400,100,100,20112,20944,100,400,100,100,20112,20944,29970,29970,0,1,0,0.004,0.002,0,0.755,0.761
Set7,NGCUTFS,NGCUTFS1-84,100,400,100,100,19560,20312,100,400,100,100,19560,20312,29904,29904,0,1,0,0.003,0.003,0,1.889,1.895
Set7,NGCUTFS,NGCUTFS1-85,100,400,100,100,20612,17960,100,400,100,100,20612,17960,29961,29961,0,1,0,0.003,0.002,0,0.374,0.379
Set7,NGCUTFS,NGCUTFS1-86,100,400,100,100,17972,18384,100,400,100,100,17972,18384,30000,30000,0,1,0,0.003,0,0,0,0.003
Set7,NGCUTFS,NGCUTFS1-87,100,400,100,100,22928,17976,100,400,100,100,22928,17976,30000,30000,0,1,0,0.003,0.002,0,0.001,0.006
Set7,NGCUTFS,NGCUTFS1-88,100,400,100,100,16968,19828,100,400,100,100,16968,19828,30000,30000,0,1,0,0.004,0.002,0,0.001,0.007
Set7,NGCUTFS,NGCUTFS1-89,100,400,100,100,20076,18988,100,400,100,100,20076,18988,29904,29904,0,1,0,0.004,0.002,0,2.572,2.578
Set7,NGCUTFS,NGCUTFS1-90,100,400,100,100,18224,18752,100,400,100,100,18224,18752,29985,29985,0,1,0,0.004,0.002,0,0.873,0.879
Set7,NGCUTFS,NGCUTFS1-91,150,150,100,100,7427,6882,150,150,100,100,7427,6882,29964,29964,0,1,0,0.004,0.002,0.007,0.003,0.016
Set7,NGCUTFS,NGCUTFS1-92,150,150,100,100,7290,7088,150,150,100,100,7290,7088,29691,29691,0,1,0,0.004,0.002,0.008,13.6,13.614
Set7,NGCUTFS,NGCUTFS1-93,150,150,100,100,6630,8089,149,150,100,100,6630,8089,29588,29487,0.003413546,0,0,0.004,0.002,0.008,36.679,36.693
Set7,NGCUTFS,NGCUTFS1-94,150,150,100,100,6903,6856,149,150,100,100,6903,6856,29934,29934,0,1,0,0.004,0.003,0.009,0.16,0.176
Set7,NGCUTFS,NGCUTFS1-95,150,150,100,100,6196,7181,149,150,100,100,6196,7181,29869,29869,0,1,0,0.005,0.001,0.011,34.132,34.149
Set7,NGCUTFS,NGCUTFS1-96,150,150,100,100,6727,7058,150,150,100,100,6727,7058,29940,29940,0,1,0,0.004,0.002,0.008,0.046,0.06
Set7,NGCUTFS,NGCUTFS1-97,150,150,100,100,7172,6983,149,150,100,100,7172,6983,29850,29850,0,1,0,0.003,0.002,0.008,8.846,8.859
Set7,NGCUTFS,NGCUTFS1-98,150,150,100,100,7436,8139,149,150,100,100,7436,8139,29826,29826,0,1,0,0.004,0.002,0.012,0.136,0.154
Set7,NGCUTFS,NGCUTFS1-99,150,150,100,100,7583,6591,148,150,100,100,7583,6591,29862,29862,0,1,0,0.004,0.002,0.011,0.168,0.185
Set7,NGCUTFS,NGCUTFS2-10,40,40,100,100,1716,1738,40,40,100,100,1716,1738,28759,28515,0.008484301,0,0,0.001,0.002,0.006,36.684,36.693
Set7,NGCUTFS,NGCUTFS2-11,40,120,100,100,6603,5064,40,120,100,100,6603,5064,29529,29529,0,1,0,0.001,0.002,0.005,4.225,4.233
Set7,NGCUTFS,NGCUTFS2-12,40,120,100,100,5136,5739,40,120,100,100,5136,5739,29437,29316,0.004110473,0,0,0.001,0.001,0.005,36.686,36.693
Set7,NGCUTFS,NGCUTFS2-13,40,120,100,100,5472,5700,40,120,100,100,5472,5700,29245,28383,0.029475124,0,0,0.001,0.002,0.004,36.697,36.704
Set7,NGCUTFS,NGCUTFS2-14,40,120,100,100,4743,4689,40,120,100,100,4743,4689,29559,29559,0,1,0,0,0.002,0.004,0.519,0.525
Set7,NGCUTFS,NGCUTFS2-15,40,120,100,100,5160,5658,40,120,100,100,5160,5658,28747,28747,0,1,0,0.001,0.001,0.005,0.098,0.105
Set7,NGCUTFS,NGCUTFS2-16,40,120,100,100,5493,5232,40,120,100,100,5493,5232,29886,29886,0,1,0,0.001,0.002,0.004,0.008,0.015
Set7,NGCUTFS,NGCUTFS2-17,40,120,100,100,5118,4752,40,120,100,100,5118,4752,29829,29829,0,1,0,0.001,0.002,0.003,0.128,0.134
Set7,NGCUTFS,NGCUTFS2-18,40,120,100,100,5502,4488,40,120,100,100,5502,4488,29556,29556,0,1,0,0.001,0.002,0.005,8.967,8.975
Set7,NGCUTFS,NGCUTFS2-19,40,120,100,100,5775,4704,40,120,100,100,5775,4704,29580,29580,0,1,0,0.001,0.002,0.003,0.085,0.091
Set7,NGCUTFS,NGCUTFS2-20,40,120,100,100,5880,4872,40,120,100,100,5880,4872,28926,28926,0,1,0,0.001,0.001,0.002,0.003,0.007
Set7,NGCUTFS,NGCUTFS2-21,40,160,100,100,5360,7456,40,160,100,100,5360,7456,29286,29286,0,1,0,0.001,0.001,0.003,1.339,1.344
Set7,NGCUTFS,NGCUTFS2-22,40,160,100,100,6836,7264,40,160,100,100,6836,7264,29787,29787,0,1,0,0.001,0.002,0.006,0.224,0.233
Set7,NGCUTFS,NGCUTFS2-23,40,160,100,100,7400,6668,40,160,100,100,7400,6668,29766,29766,0,1,0,0.001,0.002,0.004,0.842,0.849
Set7,NGCUTFS,NGCUTFS2-24,40,160,100,100,7612,5576,40,160,100,100,7612,5576,29919,29919,0,1,0,0.001,0.002,0.006,0.197,0.206
Set7,NGCUTFS,NGCUTFS2-25,40,160,100,100,7572,6332,40,160,100,100,7572,6332,29303,29303,0,1,0,0.001,0.001,0.005,15.191,15.198
