set,subset,instance,m,n,W,H,sum_w,sum_h,m',n',W',H',sum_w',sum_h',ub,lb,ub',lb',gap,opt,OOM,pre_time(s),ub0_time(s),dp_time(s),bid_time(s),time(s)
Set4,MP,Class2_5_40_100_10_50,40,107,100,100,3009,3200,40,107,100,100,3009,3200,10000,10000,10000,10000,0,1,0,0.006,0.004,0.006,0,0.016
Set4,MP,Class2_5_40_100_25_75,40,106,100,100,4689,4919,39,98,100,100,4249,4474,9879,9879,9879,9879,0,1,0,0.009,0.002,0.001,0,0.012
Set4,MP,Class2_5_50_100_10_50,50,128,100,100,3663,3389,48,128,100,100,3663,3389,10000,10000,10000,10000,0,1,0,0.005,0.004,0.008,0,0.017
Set4,MP,Class2_5_50_100_25_75,50,136,100,100,6963,6338,49,128,100,100,6536,5911,9895,9895,9895,9895,0,1,0,0.007,0.001,0.001,0,0.009
Set4,MP,Class2_6_10_100_10_50,10,21,100,100,686,444,10,21,100,100,688,444,9642,9642,9642,9642,0,1,0,0.001,0.001,0.001,0.406,0.409
Set4,MP,Class2_6_10_100_25_75,10,30,100,100,1535,1538,10,25,100,100,1294,1250,9023,9023,9023,9023,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class2_6_20_100_10_50,20,46,100,100,1289,1462,20,46,100,100,1289,1462,9872,9872,9872,9872,0,1,0,0.001,0.001,0.001,0.121,0.124
Set4,MP,Class2_6_20_100_25_75,20,55,100,100,2604,2833,20,52,100,100,2456,2792,9628,9628,9628,9628,0,1,0,0.003,0,0,0,0.003
Set4,MP,Class2_6_30_100_10_50,30,72,100,100,2011,2175,30,72,100,100,2011,2175,9949,9949,9949,9949,0,1,0,0.001,0.002,0.002,4.329,4.334
Set4,MP,Class2_6_30_100_25_75,30,84,100,100,4573,4268,30,70,100,100,3737,3406,9799,9799,9799,9799,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class2_6_40_100_10_50,40,106,100,100,2535,3112,39,106,100,100,2535,3112,10000,10000,10000,10000,0,1,0,0.002,0.002,0.003,0,0.007
Set4,MP,Class2_6_40_100_25_75,40,87,100,100,4186,4276,40,82,100,100,3888,4012,9950,9950,9950,9950,0,1,0,0.004,0,0.001,0,0.005
Set4,MP,Class2_6_50_100_10_50,50,128,100,100,3718,3891,50,128,100,100,3718,3891,10000,10000,10000,10000,0,1,0,0.003,0.002,0.004,0,0.009
Set4,MP,Class2_6_50_100_25_75,50,126,100,100,6193,6156,50,115,100,100,5554,5480,9883,9883,9883,9883,0,1,0,0.006,0.001,0.001,0,0.008
Set4,MP,Class2_7_10_100_10_50,10,25,100,100,727,792,10,25,100,100,734,792,9487,9487,9487,9487,0,1,0,0.001,0.001,0,0.29,0.292
Set4,MP,Class2_7_10_100_25_75,10,25,100,100,1334,1221,10,22,100,100,1399,1024,9077,9077,9077,9077,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class2_7_20_100_10_50,20,54,100,100,1621,1437,20,54,100,100,1621,1437,9948,9948,9948,9948,0,1,0,0.001,0.002,0.001,0.006,0.01
Set4,MP,Class2_7_20_100_25_75,20,52,100,100,2653,2850,21,44,100,100,2204,2461,9748,9748,9748,9748,0,1,0,0.002,0,0,0,0.002
Set4,MP,Class2_7_30_100_10_50,30,72,100,100,2029,2331,30,72,100,100,2029,2331,9948,9948,9948,9948,0,1,0,0.002,0.001,0.002,0.334,0.339
Set4,MP,Class2_7_30_100_25_75,30,79,100,100,3983,3794,30,70,100,100,3441,3324,9888,9888,9888,9888,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class2_7_40_100_10_50,40,99,100,100,3119,3009,39,99,100,100,3119,3009,10000,10000,10000,10000,0,1,0,0.002,0.002,0.002,0,0.006
Set4,MP,Class2_7_40_100_25_75,40,108,100,100,5567,5681,39,89,100,100,4446,4611,9801,9801,9801,9801,0,1,0,0.005,0,0,0,0.005
Set4,MP,Class2_7_50_100_10_50,50,133,100,100,4026,3833,49,133,100,100,4026,3833,10000,10000,10000,10000,0,1,0,0.003,0.002,0.004,0,0.009
Set4,MP,Class2_7_50_100_25_75,50,118,100,100,5983,5800,49,108,100,100,5444,5350,9809,9809,9809,9809,0,1,0,0.005,0.001,0,0,0.006
Set4,MP,Class2_8_10_100_10_50,10,21,100,100,589,607,10,21,100,100,589,607,9590,9590,9590,9590,0,1,0,0.001,0.001,0,1.178,1.18
Set4,MP,Class2_8_10_100_25_75,10,33,100,100,1815,1429,13,29,100,100,1652,1224,9564,9564,9564,9564,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class2_8_20_100_10_50,20,57,100,100,1748,1641,20,57,100,100,1748,1641,9933,9933,9933,9933,0,1,0,0.001,0.002,0.001,0.024,0.028
Set4,MP,Class2_8_20_100_25_75,20,56,100,100,2999,2732,21,50,100,100,2794,2495,9240,9240,9240,9240,0,1,0,0.002,0,0,0.001,0.003
Set4,MP,Class2_8_30_100_10_50,30,73,100,100,2322,2106,30,73,100,100,2322,2106,9976,9976,9976,9976,0,1,0,0.002,0.001,0.003,0.098,0.104
Set4,MP,Class2_8_30_100_25_75,30,77,100,100,3870,3396,31,73,100,100,3683,3171,9733,9733,9733,9733,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class2_8_40_100_10_50,40,97,100,100,2935,2946,40,97,100,100,2935,2946,10000,10000,10000,10000,0,1,0,0.003,0.002,0.003,0.052,0.06
Set4,MP,Class2_8_40_100_25_75,40,108,100,100,5547,5024,40,97,100,100,4918,4305,9881,9881,9881,9881,0,1,0,0.005,0.001,0,0,0.006
Set4,MP,Class2_8_50_100_10_50,50,130,100,100,4019,3640,48,130,100,100,4019,3640,10000,10000,10000,10000,0,1,0,0.003,0.001,0.005,0,0.009
Set4,MP,Class2_8_50_100_25_75,50,136,100,100,6214,6831,49,125,100,100,5642,6149,9950,9950,9950,9950,0,1,0,0.005,0.001,0,0,0.006
Set4,MP,Class2_9_10_100_10_50,10,23,100,100,655,529,10,23,100,100,658,529,9509,9509,9509,9509,0,1,0,0.002,0.001,0,24.56,24.563
Set4,MP,Class2_9_10_100_25_75,10,25,100,100,1326,1193,10,22,100,100,1304,1068,9233,9233,9233,9233,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class2_9_20_100_10_50,20,57,100,100,1778,1712,19,57,100,100,1778,1712,9898,9898,9898,9898,0,1,0,0.001,0.001,0.001,0.021,0.024
Set4,MP,Class2_9_20_100_25_75,20,43,100,100,2101,2074,20,41,100,100,2006,2010,9516,9516,9516,9516,0,1,0,0.002,0,0,0,0.002
Set4,MP,Class2_9_30_100_10_50,30,70,100,100,2208,2194,30,70,100,100,2208,2194,9930,9930,9930,9930,0,1,0,0.001,0.002,0.002,0.089,0.094
Set4,MP,Class2_9_30_100_25_75,30,77,100,100,3835,3648,30,73,100,100,3576,3466,9859,9859,9859,9859,0,1,0,0.003,0,0.001,0,0.004
Set4,MP,Class2_9_40_100_10_50,40,97,100,100,3020,2834,39,97,100,100,3020,2834,9987,9987,9987,9987,0,1,0,0.002,0.002,0.002,0.149,0.155
Set4,MP,Class2_9_40_100_25_75,40,95,100,100,4515,4456,39,87,100,100,4006,3970,9923,9923,9923,9923,0,1,0,0.004,0.001,0,0.001,0.006
Set4,MP,Class2_9_50_100_10_50,50,128,100,100,3469,3349,50,128,100,100,3469,3349,10000,10000,10000,10000,0,1,0,0.004,0.001,0.005,0,0.01
Set4,MP,Class2_9_50_100_25_75,50,123,100,100,6056,5979,50,110,100,100,5246,5210,9948,9948,9948,9948,0,1,0,0.006,0,0.001,0,0.007
Set4,MP,Class3_1_10_100_10_50,10,10,100,100,245,274,10,10,100,100,245,274,6486,6486,6486,6486,0,1,0,0,0,0,0,0
Set4,MP,Class3_1_10_100_25_75,10,10,100,100,411,501,10,10,100,100,425,539,8896,8896,8896,8896,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class3_1_20_100_10_50,20,20,100,100,617,615,20,20,100,100,617,615,9550,9550,9550,9550,0,1,0,0.001,0.001,0,4.364,4.366
Set4,MP,Class3_1_20_100_25_75,20,20,100,100,1069,1044,20,20,100,100,1127,1060,8741,8741,8741,8741,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_1_30_100_10_50,30,30,100,100,970,720,30,30,100,100,970,720,9871,9773,9871,9773,0.009928072,0,0,0.001,0.002,0.002,36.688,36.693
Set4,MP,Class3_1_30_100_25_75,30,30,100,100,1438,1503,30,30,100,100,1447,1524,9588,9588,9588,9588,0,1,0,0.001,0,0,0.001,0.002
Set4,MP,Class3_1_40_100_10_50,40,40,100,100,1104,1153,40,40,100,100,1104,1153,9899,9879,9899,9879,0.002020406,0,0,0.002,0.001,0.002,36.69,36.695
Set4,MP,Class3_1_40_100_25_75,40,40,100,100,1994,1909,39,40,100,100,2012,1922,9731,9731,9731,9731,0,1,0,0.001,0.001,0,0,0.002
Set4,MP,Class3_1_50_100_10_50,50,50,100,100,1513,1498,50,50,100,100,1513,1498,9980,9980,9980,9980,0,1,0,0.002,0.002,0.002,0.072,0.078
Set4,MP,Class3_1_50_100_25_75,50,50,100,100,2477,2461,50,50,100,100,2491,2471,9793,9793,9793,9793,0,1,0,0.002,0.001,0,0.002,0.005
Set4,MP,Class3_2_10_100_10_50,10,10,100,100,309,288,10,10,100,100,311,288,8762,8762,8762,8762,0,1,0,0,0.001,0.001,0.604,0.606
Set4,MP,Class3_2_10_100_25_75,10,10,100,100,468,439,10,10,100,100,500,484,8694,8694,8694,8694,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_2_20_100_10_50,20,20,100,100,607,529,20,20,100,100,607,529,9702,9702,9702,9702,0,1,0,0.001,0.001,0.001,4.079,4.082
Set4,MP,Class3_2_20_100_25_75,20,20,100,100,1034,916,20,20,100,100,1079,932,9625,9625,9625,9625,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class3_2_30_100_10_50,30,30,100,100,851,962,30,30,100,100,851,962,9793,9747,9793,9747,0.004697233,0,0,0.001,0.002,0.001,36.689,36.693
Set4,MP,Class3_2_30_100_25_75,30,30,100,100,1467,1509,30,30,100,100,1479,1519,9656,9656,9656,9656,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class3_2_40_100_10_50,40,40,100,100,1178,1093,40,40,100,100,1178,1093,9905,9903,9905,9903,2.02E-04,0,0,0.001,0.002,0.002,36.688,36.693
Set4,MP,Class3_2_40_100_25_75,40,40,100,100,1883,1998,40,40,100,100,1903,2019,9833,9833,9833,9833,0,1,0,0.001,0.001,0,0,0.002
Set4,MP,Class3_2_50_100_10_50,50,50,100,100,1353,1381,50,50,100,100,1353,1381,9985,9985,9985,9985,0,1,0,0.002,0.001,0.003,1.696,1.702
Set4,MP,Class3_2_50_100_25_75,50,50,100,100,2324,2640,49,50,100,100,2330,2658,9904,9904,9904,9904,0,1,0,0.002,0,0.001,0,0.003
Set4,MP,Class3_3_10_100_10_50,10,10,100,100,291,350,10,10,100,100,291,361,8789,8789,8789,8789,0,1,0,0.001,0,0,0.074,0.075
Set4,MP,Class3_3_10_100_25_75,10,10,100,100,548,444,10,10,98,100,586,446,9187,9187,9187,9187,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_3_20_100_10_50,20,20,100,100,602,580,20,20,100,100,602,580,9594,9572,9594,9572,0.0022931,0,0,0,0.002,0,36.691,36.693
Set4,MP,Class3_3_20_100_25_75,20,20,100,100,1020,956,20,20,100,100,1043,1003,9516,9516,9516,9516,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_3_30_100_10_50,30,30,100,100,908,912,29,30,100,100,908,912,9784,9767,9784,9767,0.001737531,0,0,0.001,0.002,0.001,36.689,36.693
Set4,MP,Class3_3_30_100_25_75,30,30,100,100,1421,1448,30,30,100,100,1439,1540,9667,9667,9667,9667,0,1,0,0.001,0,0,0.001,0.002
Set4,MP,Class3_3_40_100_10_50,40,40,100,100,1156,1252,40,40,100,100,1156,1252,9881,9881,9881,9881,0,1,0,0.002,0.001,0.002,27.897,27.902
Set4,MP,Class3_3_40_100_25_75,40,40,100,100,1857,1859,40,40,100,100,1860,1869,9829,9829,9829,9829,0,1,0,0.001,0.001,0,0.002,0.004
Set4,MP,Class3_3_50_100_10_50,50,50,100,100,1617,1586,48,50,100,100,1617,1586,9902,9892,9902,9892,0.001009897,0,0,0.002,0.001,0.002,36.688,36.693
Set4,MP,Class3_3_50_100_25_75,50,50,100,100,2449,2495,49,50,100,100,2462,2541,9855,9855,9855,9855,0,1,0,0.002,0.001,0,0,0.003
Set4,MP,Class3_4_10_100_10_50,10,10,100,100,301,259,10,10,100,100,301,259,8473,8473,8473,8473,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class3_4_10_100_25_75,10,10,100,100,460,527,10,10,99,100,473,584,8327,8327,8327,8327,0,1,0,0,0.002,0,0,0.002
Set4,MP,Class3_4_20_100_10_50,20,20,100,100,575,595,20,20,100,100,575,595,9598,9540,9598,9540,0.006042926,0,0,0.001,0.001,0.001,36.69,36.693
Set4,MP,Class3_4_20_100_25_75,20,20,100,100,968,910,20,20,100,100,998,921,9537,9537,9537,9537,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_4_30_100_10_50,30,30,100,100,937,874,30,30,100,100,937,874,9775,9775,9775,9775,0,1,0,0.001,0.001,0.001,3.88,3.883
Set4,MP,Class3_4_30_100_25_75,30,30,100,100,1606,1380,30,30,100,100,1640,1384,9790,9790,9790,9790,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class3_4_40_100_10_50,40,40,100,100,1140,1278,40,40,100,100,1140,1278,9886,9886,9886,9886,0,1,0,0.001,0.002,0.002,9.452,9.457
Set4,MP,Class3_4_40_100_25_75,40,40,100,100,2024,2068,40,40,100,100,2032,2101,9538,9538,9538,9538,0,1,0,0.001,0.001,0,0.004,0.006
Set4,MP,Class3_4_50_100_10_50,50,50,100,100,1599,1415,48,50,100,100,1599,1415,9917,9917,9917,9917,0,1,0,0.002,0.002,0.002,14.3,14.306
Set4,MP,Class3_4_50_100_25_75,50,50,100,100,2433,2430,50,50,100,100,2440,2442,9872,9872,9872,9872,0,1,0,0.002,0,0.001,0,0.003
Set4,MP,Class3_5_10_100_10_50,10,10,100,100,297,358,9,10,100,98,297,379,8686,8686,8686,8686,0,1,0,0,0,0,0.014,0.014
Set4,MP,Class3_5_10_100_25_75,10,10,100,100,496,545,10,10,100,100,510,606,8438,8438,8438,8438,0,1,0,0,0,0,0,0
Set4,MP,Class3_5_20_100_10_50,20,20,100,100,607,681,20,20,100,100,607,685,9462,9462,9462,9462,0,1,0,0.001,0.002,0,5.314,5.317
Set4,MP,Class3_5_20_100_25_75,20,20,100,100,1035,1013,20,20,100,100,1084,1032,9578,9578,9578,9578,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class3_5_30_100_10_50,30,30,100,100,923,979,28,30,100,100,923,979,9850,9850,9850,9850,0,1,0,0.001,0.001,0.002,0.17,0.174
Set4,MP,Class3_5_30_100_25_75,30,30,100,100,1640,1551,30,30,100,100,1699,1598,9513,9513,9513,9513,0,1,0,0.001,0,0.001,0,0.002
Set4,MP,Class3_5_40_100_10_50,40,40,100,100,1173,1160,40,40,100,100,1173,1160,9905,9905,9905,9905,0,1,0,0.001,0.002,0.001,7.81,7.814
Set4,MP,Class3_5_40_100_25_75,40,40,100,100,2059,1995,40,40,100,100,2098,2026,9827,9827,9827,9827,0,1,0,0.001,0.001,0,0,0.002
Set4,MP,Class3_5_50_100_10_50,50,50,100,100,1486,1462,50,50,100,100,1486,1462,9963,9963,9963,9963,0,1,0,0.002,0.002,0.002,0.222,0.228
Set4,MP,Class3_5_50_100_25_75,50,50,100,100,2517,2364,49,50,100,100,2524,2372,9872,9872,9872,9872,0,1,0,0.002,0.001,0,0,0.003
Set4,MP,Class3_6_10_100_10_50,10,10,100,100,262,324,10,10,100,100,262,328,8214,8214,8214,8214,0,1,0,0,0,0,0,0
Set4,MP,Class3_6_10_100_25_75,10,10,100,100,501,473,10,10,97,100,516,491,9453,9453,9453,9453,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class3_6_20_100_10_50,20,20,100,100,541,489,20,20,100,100,541,489,9761,9542,9761,9542,0.022436226,0,0,0.001,0.002,0.001,36.689,36.693
Set4,MP,Class3_6_20_100_25_75,20,20,100,100,1027,978,20,20,100,100,1075,1047,9629,9629,9629,9629,0,1,0,0,0.001,0,0,0.001
Set4,MP,Class3_6_30_100_10_50,30,30,100,100,805,969,29,30,100,100,805,969,9794,9794,9794,9794,0,1,0,0.002,0.001,0.002,15.837,15.842
Set4,MP,Class3_6_30_100_25_75,30,30,100,100,1325,1383,30,30,100,100,1329,1390,9812,9812,9812,9812,0,1,0,0.001,0.001,0,0.001,0.003
Set4,MP,Class3_6_40_100_10_50,40,40,100,100,1164,1121,40,40,100,100,1164,1121,9914,9914,9914,9914,0,1,0,0.001,0.002,0.002,26.64,26.645
Set4,MP,Class3_6_40_100_25_75,40,40,100,100,1894,2076,39,40,100,100,1902,2093,9762,9762,9762,9762,0,1,0,0.002,0,0.001,0,0.003
Set4,MP,Class3_6_50_100_10_50,50,50,100,100,1507,1432,50,50,100,100,1507,1432,9926,9916,9926,9916,0.001007455,0,0,0.002,0.001,0.002,36.688,36.693
Set4,MP,Class3_6_50_100_25_75,50,50,100,100,2371,2325,50,50,100,100,2384,2328,9817,9817,9817,9817,0,1,0,0.002,0,0.001,0.001,0.004
Set4,MP,Class3_7_10_100_10_50,10,10,100,100,272,224,10,10,100,100,272,224,6304,6304,6304,6304,0,1,0,0,0,0,0,0
Set4,MP,Class3_7_10_100_25_75,10,10,100,100,471,497,10,10,100,100,498,572,9424,9424,9424,9424,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class3_7_20_100_10_50,20,20,100,100,598,557,20,20,100,100,598,557,9563,9563,9563,9563,0,1,0,0.001,0.001,0.001,17.113,17.116
Set4,MP,Class3_7_20_100_25_75,20,20,100,100,1068,953,20,20,100,100,1118,969,9206,9206,9206,9206,0,1,0,0.001,0,0,0.001,0.002
Set4,MP,Class3_7_30_100_10_50,30,30,100,100,845,882,30,30,100,100,845,882,9885,9885,9885,9885,0,1,0,0.002,0.003,0.003,0.939,0.947
Set4,MP,Class3_7_30_100_25_75,30,30,100,100,1531,1560,29,29,100,100,1482,1503,9506,9506,9506,9506,0,1,0,0,0.001,0,0.001,0.002
Set4,MP,Class3_7_40_100_10_50,40,40,100,100,1154,1130,38,40,100,100,1154,1130,9939,9939,9939,9939,0,1,0,0.002,0.002,0.002,1.284,1.29
Set4,MP,Class3_7_40_100_25_75,40,40,100,100,1844,2103,40,40,100,100,1847,2147,9881,9881,9881,9881,0,1,0,0.001,0.001,0,0,0.002
Set4,MP,Class3_7_50_100_10_50,50,50,100,100,1593,1589,50,50,100,100,1593,1589,9947,9947,9947,9947,0,1,0,0.001,0.002,0.002,0.743,0.748
Set4,MP,Class3_7_50_100_25_75,50,50,100,100,2400,2378,50,50,100,100,2407,2389,9786,9786,9786,9786,0,1,0,0.001,0.001,0.001,0,0.003
Set4,MP,Class3_8_10_100_10_50,10,10,100,100,300,319,10,10,100,100,301,321,8515,8515,8515,8515,0,1,0,0,0.001,0,0.474,0.475
Set4,MP,Class3_8_10_100_25_75,10,10,100,100,501,542,10,10,99,99,513,569,8917,8917,8917,8917,0,1,0,0,0,0,0,0
Set4,MP,Class3_8_20_100_10_50,20,20,100,100,548,641,20,20,100,100,548,641,9585,9585,9585,9585,0,1,0,0.001,0.001,0.001,16.127,16.13
Set4,MP,Class3_8_20_100_25_75,20,20,100,100,988,1030,20,20,100,100,1056,1101,9417,9417,9417,9417,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class3_8_30_100_10_50,30,30,100,100,940,882,30,30,100,100,940,882,9786,9786,9786,9786,0,1,0,0.001,0.001,0.001,4.575,4.578
Set4,MP,Class3_8_30_100_25_75,30,30,100,100,1465,1355,30,30,100,100,1475,1359,9813,9813,9813,9813,0,1,0,0.001,0,0.001,0,0.002
Set4,MP,Class3_8_40_100_10_50,40,40,100,100,1218,1144,40,40,100,100,1218,1144,9888,9884,9888,9884,4.05E-04,0,0,0.002,0.001,0.002,36.688,36.693
Set4,MP,Class3_8_40_100_25_75,40,40,100,100,2242,1934,40,40,100,100,2274,1949,9659,9659,9659,9659,0,1,0,0.001,0.001,0,0,0.002
Set4,MP,Class3_8_50_100_10_50,50,50,100,100,1464,1556,49,50,100,100,1464,1556,9953,9953,9953,9953,0,1,0,0.002,0.002,0.001,1.085,1.09
Set4,MP,Class3_8_50_100_25_75,50,50,100,100,2332,2351,50,50,100,100,2341,2354,9871,9871,9871,9871,0,1,0,0.002,0.001,0.001,0,0.004
Set4,MP,Class3_9_10_100_10_50,10,10,100,100,348,342,10,10,100,100,348,344,9089,9089,9089,9089,0,1,0,0.001,0,0,0.02,0.021
Set4,MP,Class3_9_10_100_25_75,10,10,100,100,509,447,10,10,99,100,554,462,8820,8820,8820,8820,0,1,0,0,0,0,0.001,0.001
Set4,MP,Class3_9_20_100_10_50,20,20,100,100,642,670,20,20,100,100,642,670,9711,9711,9711,9711,0,1,0,0.001,0.001,0.001,0.024,0.027
Set4,MP,Class3_9_20_100_25_75,20,20,100,100,1057,970,20,20,100,100,1103,984,9463,9463,9463,9463,0,1,0,0.001,0,0.001,0,0.002
Set4,MP,Class3_9_30_100_10_50,30,30,100,100,860,893,30,30,100,100,860,893,9825,9815,9825,9815,0.001017812,0,0,0.001,0.002,0.001,36.689,36.693
Set4,MP,Class3_9_30_100_25_75,30,30,100,100,1330,1512,30,30,100,100,1345,1545,9714,9714,9714,9714,0,1,0,0.001,0.001,0,0,0.002
Set4,MP,Class3_9_40_100_10_50,40,40,100,100,1156,1101,39,40,100,100,1156,1101,9892,9863,9892,9863,0.002931662,0,0,0.001,0.002,0.002,36.688,36.693
Set4,MP,Class3_9_40_100_25_75,40,40,100,100,1958,1930,40,40,100,100,1969,1946,9772,9772,9772,9772,0,1,0,0.001,0.001,0,0,0.002
Set4,MP,Class3_9_50_100_10_50,50,50,100,100,1329,1419,50,50,100,100,1329,1419,9953,9947,9953,9947,6.03E-04,0,0,0.002,0.002,0.003,36.686,36.693
Set4,MP,Class3_9_50_100_25_75,50,50,100,100,2543,2314,50,50,100,100,2564,2320,9828,9828,9828,9828,0,1,0,0.002,0,0.001,0,0.003
Set4,MP,Class1_10_10_100_10_50,10,66,100,100,1699,1322,10,66,100,100,1703,1322,9776,9776,9776,9776,0,1,0,0.002,0.001,0,0,0.003
Set4,MP,Class1_10_10_100_25_75,10,21,100,100,1048,813,13,21,100,100,1178,836,9914,9914,9914,9914,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class1_10_20_100_10_50,20,117,100,100,3018,3424,19,117,100,100,3018,3424,9976,9976,9976,9976,0,1,0,0.001,0.001,0.002,0,0.004
Set4,MP,Class1_10_20_100_25_75,20,36,100,100,1640,1823,21,36,100,100,1661,1862,9503,9503,9503,9503,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class1_10_30_100_10_50,30,251,100,100,5277,6923,30,251,100,100,5277,6923,10000,10000,10000,10000,0,1,0,0.003,0.001,0,0.003,0.007
Set4,MP,Class1_10_30_100_25_75,30,58,100,100,2558,2512,30,58,100,100,2577,2544,9876,9876,9876,9876,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class1_10_40_100_10_50,40,324,100,100,8467,6888,40,324,100,100,8467,6888,10000,10000,10000,10000,0,1,0,0.004,0.001,0,0.032,0.037
Set4,MP,Class1_10_40_100_25_75,40,86,100,100,4015,3713,39,86,100,100,4156,3723,9919,9919,9919,9919,0,1,0,0.004,0.001,0,0,0.005
Set4,MP,Class1_10_50_100_10_50,50,385,100,100,9021,8946,49,385,100,100,9021,8946,10000,10000,10000,10000,0,1,0,0.004,0.002,0,0.006,0.012
Set4,MP,Class1_10_50_100_25_75,50,83,100,100,4484,3827,48,83,100,100,4741,3833,9778,9778,9778,9778,0,1,0,0.005,0.001,0,0,0.006
Set4,MP,Class1_11_10_100_10_50,10,74,100,100,2050,1641,10,74,100,100,2059,1641,9737,9737,9737,9737,0,1,0,0.003,0,0.001,0.008,0.012
Set4,MP,Class1_11_10_100_25_75,10,12,100,100,697,622,11,12,99,99,819,671,8088,8088,8088,8088,0,1,0,0,0,0,0,0
Set4,MP,Class1_11_20_100_10_50,20,128,100,100,3342,3020,20,128,100,100,3342,3020,10000,10000,10000,10000,0,1,0,0.002,0.001,0.003,0,0.006
Set4,MP,Class1_11_20_100_25_75,20,33,100,100,1609,1724,21,33,100,100,1654,1755,9302,9302,9302,9302,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class1_11_30_100_10_50,30,278,100,100,7462,6226,30,278,100,100,7462,6226,10000,10000,10000,10000,0,1,0,0.003,0.001,0,0.005,0.009
Set4,MP,Class1_11_30_100_25_75,30,72,100,100,3053,2749,30,72,100,100,3073,2757,9968,9968,9968,9968,0,1,0,0.003,0.001,0,0,0.004
Set4,MP,Class1_11_40_100_10_50,40,287,100,100,7185,7461,40,287,100,100,7185,7461,10000,10000,10000,10000,0,1,0,0.004,0.002,0,0.038,0.044
Set4,MP,Class1_11_40_100_25_75,40,87,100,100,3647,4171,40,87,100,100,3774,4207,9698,9698,9698,9698,0,1,0,0.004,0,0.001,0,0.005
Set4,MP,Class1_11_50_100_10_50,50,268,100,100,7302,7214,48,266,100,100,7254,7116,10000,10000,10000,10000,0,1,0,0.004,0.002,0,0.017,0.023
Set4,MP,Class1_11_50_100_25_75,50,90,100,100,4122,4151,50,90,100,100,4160,4161,9899,9899,9899,9899,0,1,0,0.003,0,0,0,0.003
Set4,MP,Class1_12_10_100_10_50,10,78,100,100,2375,1613,10,78,100,100,2375,1613,9850,9850,9850,9850,0,1,0,0.001,0,0.001,0.001,0.003
Set4,MP,Class1_12_10_100_25_75,10,17,100,100,855,768,11,17,100,100,945,811,9253,9253,9253,9253,0,1,0,0,0,0,0,0
Set4,MP,Class1_12_20_100_10_50,20,157,100,100,3212,3563,20,157,100,100,3212,3563,10000,10000,10000,10000,0,1,0,0.001,0.002,0.004,0,0.007
Set4,MP,Class1_12_20_100_25_75,20,43,100,100,1629,2237,20,43,100,100,1643,2290,9732,9732,9732,9732,0,1,0,0.002,0,0,0,0.002
Set4,MP,Class1_12_30_100_10_50,30,236,100,100,5672,5773,30,236,100,100,5672,5773,10000,10000,10000,10000,0,1,0,0.003,0.001,0,0.002,0.006
Set4,MP,Class1_12_30_100_25_75,30,73,100,100,2945,3596,29,72,100,100,2905,3657,9780,9780,9780,9780,0,1,0,0.003,0,0.001,0,0.004
Set4,MP,Class1_12_40_100_10_50,40,388,100,100,8041,8652,39,388,100,100,8041,8652,10000,10000,10000,10000,0,1,0,0.004,0.002,0,0.064,0.07
Set4,MP,Class1_12_40_100_25_75,40,76,100,100,3635,3400,40,76,100,100,3651,3430,9932,9932,9932,9932,0,1,0,0.002,0.001,0,0,0.003
Set4,MP,Class1_12_50_100_10_50,50,389,100,100,8658,8205,50,389,100,100,8658,8205,10000,10000,10000,10000,0,1,0,0.005,0.001,0,0.003,0.009
Set4,MP,Class1_12_50_100_25_75,50,93,100,100,4623,4372,49,93,100,100,4685,4392,9855,9855,9855,9855,0,1,0,0.005,0.001,0,0,0.006
Set4,MP,Class1_13_10_100_10_50,10,58,100,100,1517,1766,10,58,100,100,1517,1766,9806,9806,9806,9806,0,1,0,0,0.001,0,0.001,0.002
Set4,MP,Class1_13_10_100_25_75,10,28,100,100,1029,1301,12,28,100,100,1057,1329,9760,9760,9760,9760,0,1,0,0.001,0,0,0,0.001
Set4,MP,Class1_13_20_100_10_50,20,111,100,100,2989,3484,19,111,100,100,2989,3484,9912,9912,9912,9912,0,1,0,0.002,0.001,0.001,0,0.004
