set,subset,instance,m,n,W,H,sum_w,sum_h,m',n',W',H',sum_w',sum_h',ub,lb,gap,opt,OOM,pre_time(s),ub0_time(s),dp_time(s),bid_time(s),time(s)
Others,CGCUT(1-2),CGCUT1,7,16,15,10,72,52,7,16,15,10,78,52,244,244,0.0,1,0,0.006,0.001,0.001,0.008,0.016
Others,CGCUT(1-2),CGCUT2,10,23,40,70,326,348,10,23,40,70,326,348,2892,2892,0.0,1,0,0.001,0.003,0.003,0.009,0.016
Set1,(2-3)s+A(1-2)s,2s,10,23,40,70,326,348,10,23,40,70,326,348,2778,2778,0.0,1,0,0.001,0.003,0.001,0.009,0.014
Set1,(2-3)s+A(1-2)s,3s,20,62,40,70,1529,1742,18,49,40,70,1215,1264,2721,2721,0.0,1,0,0.005,0.001,0.001,0.001,0.008
Set1,(2-3)s+A(1-2)s,A1s,20,62,50,60,1529,1742,18,51,50,60,1210,1327,2950,2950,0.0,1,0,0.002,0.0,0.0,0.0,0.002
Set1,(2-3)s+A(1-2)s,A2s,20,53,60,60,1248,1436,18,49,60,60,1136,1292,3535,3535,0.0,1,0,0.002,0.001,0.003,0.0,0.006
Set1,A(3-5),A3,20,46,70,80,1178,1314,20,46,70,80,1178,1314,5451,5451,0.0,1,0,0.001,0.002,0.002,0.035,0.04
Set1,A(3-5),A4,20,35,90,70,828,962,19,35,90,70,828,962,6179,6179,0.0,1,0,0.001,0.002,0.003,0.047,0.053
Set1,A(3-5),A5,20,45,132,100,1620,1468,20,45,132,100,1620,1471,12985,12985,0.0,1,0,0.003,0.005,0.002,0.213,0.223
Set1,APT(30-39),APT30,38,192,927,152,41137,5123,38,192,927,152,41137,5123,140904,140904,0.0,1,0,0.01,0.139,0.114,0.0,0.263
Set1,APT(30-39),APT31,51,258,856,964,48131,56030,51,258,856,964,48131,56030,823976,823976,0.0,1,0,0.067,1.495,0.0,3.251,4.813
Set1,APT(30-39),APT32,56,249,307,124,17230,6238,55,249,307,124,17230,6238,38068,38068,0.0,1,0,0.007,0.017,0.0,0.325,0.349
Set1,APT(30-39),APT33,44,224,241,983,12828,48578,44,224,241,983,12828,48578,236611,236611,0.0,1,0,0.021,0.22,0.0,0.483,0.724
Set1,APT(30-39),APT34,27,130,795,456,21550,10170,27,130,795,456,21550,10170,361727,361398,9.095256920274129E-4,0,0,0.013,0.376,0.284,36.02,36.693
Set1,APT(30-39),APT35,29,153,960,649,33503,20151,29,153,960,649,33503,20151,621025,621021,6.4409645344390326E-6,0,0,0.028,0.785,0.413,35.467,36.693
Set1,APT(30-39),APT36,28,153,537,244,16383,8769,28,153,537,244,16383,8769,130744,130744,0.0,1,0,0.006,0.081,0.052,0.058,0.197
Set1,APT(30-39),APT37,43,222,440,881,22049,43004,43,222,440,881,22049,43004,387276,387276,0.0,1,0,0.029,0.449,0.0,0.12,0.598
Set1,APT(30-39),APT38,40,202,731,358,35227,14187,40,202,731,358,35227,14187,261395,261395,0.0,1,0,0.015,0.273,0.0,5.54,5.828
Set1,APT(30-39),APT39,33,163,538,501,22344,20648,33,163,538,501,22344,20648,268750,268750,0.0,1,0,0.011,0.203,0.094,0.1,0.408
Set1,CHL(1-4)s,CHL1s,30,63,132,100,2110,2102,30,63,132,100,2110,2102,13099,13099,0.0,1,0,0.001,0.003,0.002,0.106,0.112
Set1,CHL(1-4)s,CHL2s,10,19,62,55,426,334,10,19,62,55,428,334,3279,3279,0.0,1,0,0.0,0.0,0.001,0.002,0.003
Set1,CHL(1-4)s,CHL3s,15,35,157,121,632,462,14,35,157,121,632,462,7402,7402,0.0,1,0,0.001,0.0,0.0,0.0,0.001
Set1,CHL(1-4)s,CHL4s,15,27,207,231,679,570,15,27,207,231,679,570,13932,13932,0.0,1,0,0.001,0.0,0.0,0.0,0.001
Set1,CHL(5-7),CHL5,10,18,20,20,176,115,10,18,20,20,178,115,390,390,0.0,1,0,0.002,0.0,0.0,0.003,0.005
Set1,CHL(5-7),CHL6,30,65,130,130,2394,2244,30,65,130,130,2394,2244,16869,16869,0.0,1,0,0.004,0.026,0.005,0.007,0.042
Set1,CHL(5-7),CHL7,35,75,130,130,2612,2479,34,75,130,130,2612,2479,16881,16881,0.0,1,0,0.002,0.018,0.003,0.008,0.031
Set1,CU(1-11),CU1,25,82,100,125,2425,4375,25,81,100,125,2375,4323,12330,12330,0.0,1,0,0.005,0.002,0.002,0.0,0.009
Set1,CU(1-11),CU2,35,90,150,175,5392,5696,34,90,150,175,5423,5714,26100,26100,0.0,1,0,0.007,0.002,0.002,0.0,0.011
Set1,CU(1-11),CU3,45,158,134,125,7279,6887,45,158,134,125,7279,6888,16723,16723,0.0,1,0,0.003,0.002,0.004,0.0,0.009
Set1,CU(1-11),CU4,45,113,285,354,11979,14204,45,113,285,354,11993,14226,99495,99495,0.0,1,0,0.015,0.025,0.007,0.0,0.047
Set1,CU(1-11),CU5,50,120,456,385,22609,17218,50,120,456,385,22690,17255,173364,173364,0.0,1,0,0.035,0.057,0.007,0.0,0.099
Set1,CU(1-11),CU6,45,124,356,447,17368,18875,45,124,356,447,17385,18880,158572,158572,0.0,1,0,0.056,0.034,0.003,0.0,0.093
Set1,CU(1-11),CU7,25,56,563,458,11852,10575,26,56,563,458,11994,10637,247150,247150,0.0,1,0,0.018,0.021,0.001,0.003,0.043
Set1,CU(1-11),CU8,35,78,587,756,19762,22270,35,76,587,756,19428,21831,433331,433331,0.0,1,0,0.061,0.055,0.002,0.0,0.118
Set1,CU(1-11),CU9,25,76,856,785,26235,24470,28,73,856,785,24977,23443,657055,657055,0.0,1,0,0.084,0.076,0.002,0.0,0.162
Set1,CU(1-11),CU10,40,129,794,985,33832,39951,40,129,794,985,33852,39960,773772,773772,0.0,1,0,0.128,0.299,0.014,0.008,0.449
Set1,CU(1-11),CU11,50,134,977,953,37180,40369,48,134,977,953,37180,40369,924696,924696,0.0,1,0,0.039,0.583,0.041,0.016,0.679
Set1,Hchl(3-8)s,Hchl3s,10,51,127,98,1400,1260,10,51,127,98,1400,1260,12215,12215,0.0,1,0,0.0,0.002,0.002,1.423,1.427
Set1,Hchl(3-8)s,Hchl6s,22,60,253,244,3971,3932,22,60,253,244,3971,3932,61040,61040,0.0,1,0,0.001,0.013,0.003,0.026,0.043
Set1,Hchl(3-8)s,Hchl7s,40,90,263,241,5573,6499,40,90,263,241,5573,6499,63112,63112,0.0,1,0,0.003,0.018,0.009,0.115,0.145
Set1,Hchl(3-8)s,Hchl8s,10,18,49,20,176,115,10,18,49,20,176,115,928,911,0.018318965517241378,0,0,0.0,0.0,0.001,36.692,36.693
Set1,Hchl(3-8)s,Hchl4s',10,30,127,98,789,838,10,30,127,98,789,838,12027,11985,0.003492142678972312,0,0,0.0,0.002,0.001,36.69,36.693
Set1,Hchl(3-8)s,Hchl5s',25,58,205,223,2912,2804,25,58,205,223,2912,2804,45361,45361,0.0,1,0,0.001,0.014,0.007,4.433,4.455
Set1,OF(1-2),OF1,10,23,70,40,468,473,10,23,70,40,472,477,2737,2737,0.0,1,0,0.001,0.0,0.0,0.001,0.002
Set1,OF(1-2),OF2,10,24,70,40,594,380,10,23,70,40,565,364,2690,2690,0.0,1,0,0.0,0.001,0.0,0.001,0.002
Set1,STS2s+STS4s,STS2s,30,78,55,85,1739,2194,30,77,55,85,1708,2151,4653,4653,0.0,1,0,0.001,0.0,0.001,0.003,0.005
Set1,STS2s+STS4s,STS4s,20,50,99,99,1443,1421,20,50,99,99,1443,1421,9770,9770,0.0,1,0,0.0,0.002,0.001,0.002,0.005
Set1,W,W,20,62,70,40,1742,1529,18,49,70,40,1264,1215,2721,2721,0.0,1,0,0.001,0.0,0.0,0.0,0.001
Set2,GCUT(1-13),GCUT1,10,10,250,250,1460,1086,9,9,246,250,1538,970,48368,48368,0.0,1,0,0.002,0.001,0.0,0.0,0.003
Set2,GCUT(1-13),GCUT2,20,20,250,250,2350,2367,19,19,250,250,2187,2308,59307,59307,0.0,1,0,0.004,0.001,0.001,0.0,0.006
Set2,GCUT(1-13),GCUT3,30,30,250,250,3719,3317,28,28,250,250,3389,3176,60241,60241,0.0,1,0,0.006,0.004,0.001,0.0,0.011
Set2,GCUT(1-13),GCUT4,50,50,250,250,5855,6125,50,50,250,250,5882,6155,60942,60942,0.0,1,0,0.008,0.008,0.001,0.003,0.02
Set2,GCUT(1-13),GCUT5,10,10,500,500,2064,2628,10,10,497,496,2235,2746,195582,195582,0.0,1,0,0.005,0.004,0.0,0.001,0.01
Set2,GCUT(1-13),GCUT6,20,20,500,500,4838,5196,18,18,500,499,4237,4810,236305,236305,0.0,1,0,0.012,0.006,0.0,0.0,0.018
Set2,GCUT(1-13),GCUT7,30,30,500,500,8041,7298,28,28,500,500,7391,6888,238974,238974,0.0,1,0,0.019,0.006,0.0,0.001,0.026
Set2,GCUT(1-13),GCUT8,50,50,500,500,11432,12250,49,49,500,500,11134,11958,245758,245758,0.0,1,0,0.033,0.03,0.001,0.001,0.065
Set2,GCUT(1-13),GCUT9,10,10,1000,1000,4977,4050,7,7,995,998,3439,2980,919476,919476,0.0,1,0,0.035,0.023,0.0,0.0,0.058
Set2,GCUT(1-13),GCUT10,20,20,1000,1000,9983,10868,19,19,1000,1000,9410,10856,903435,903435,0.0,1,0,0.05,0.029,0.001,0.001,0.081
Set2,GCUT(1-13),GCUT11,30,30,1000,1000,13816,14353,28,28,1000,1000,12654,13667,955389,955389,0.0,1,0,0.081,0.035,0.0,0.002,0.118
Set2,GCUT(1-13),GCUT12,50,50,1000,1000,25259,24837,49,49,1000,1000,24916,24267,970744,970744,0.0,1,0,0.134,0.097,0.001,0.001,0.233
Set2,GCUT(1-13),GCUT13,32,32,3000,3000,24690,18345,32,32,3000,3000,24690,18345,8933217,8592324,0.038160161115530944,0,0,0.357,52.139,0.0,59.114,111.61
Set3,C,c1-p1,16,16,20,20,75,94,16,16,20,20,75,94,400,400,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set3,C,c1-p2,17,17,20,20,96,79,15,17,20,20,96,79,385,385,0.0,1,0,0.0,0.0,0.0,23.437,23.437
Set3,C,c1-p3,16,16,20,20,88,74,14,16,20,20,88,74,400,400,0.0,1,0,0.001,0.0,0.0,0.0,0.001
Set3,C,c2-p1,25,25,40,15,197,77,22,25,40,15,197,77,600,600,0.0,1,0,0.0,0.0,0.001,0.008,0.009
Set3,C,c2-p2,25,25,40,15,179,78,21,25,40,15,179,78,600,596,0.006666666666666667,0,0,0.0,0.0,0.0,36.693,36.693
Set3,C,c2-p3,25,25,40,15,190,69,19,25,40,15,190,69,600,600,0.0,1,0,0.001,0.0,0.0,0.0,0.001
Set3,C,c3-p1,28,28,60,30,309,158,26,28,60,30,309,158,1800,1800,0.0,1,0,0.001,0.0,0.001,0.014,0.016
Set3,C,c3-p2,29,29,60,30,289,171,28,29,60,30,289,171,1799,1782,0.009449694274596998,0,0,0.001,0.001,0.001,36.69,36.693
Set3,C,c3-p3,28,28,60,30,297,166,28,28,60,30,297,166,1800,1800,0.0,1,0,0.001,0.0,0.001,0.0,0.002
Set3,C,c4-p1,49,49,60,60,403,472,47,49,60,60,403,472,3600,3600,0.0,1,0,0.004,0.001,0.003,0.996,1.004
Set3,C,c4-p2,49,49,60,60,387,455,46,49,60,60,387,455,3600,3571,0.008055555555555555,0,0,0.004,0.001,0.004,36.684,36.693
Set3,C,c4-p3,49,49,60,60,416,409,42,49,60,60,416,409,3600,3600,0.0,1,0,0.003,0.0,0.005,0.639,0.647
Set3,C,c5-p1,73,73,60,90,529,698,58,73,60,90,529,698,5400,5400,0.0,1,0,0.01,0.001,0.008,31.178,31.197
Set3,C,c5-p2,73,73,60,90,579,659,60,73,60,90,579,659,5400,5380,0.003703703703703704,0,0,0.007,0.001,0.01,36.681,36.699
Set3,C,c5-p3,73,73,60,90,505,734,61,73,60,90,505,734,5400,5397,5.555555555555556E-4,0,0,0.013,0.0,0.015,36.667,36.695
Set3,C,c6-p1,97,97,80,120,779,1183,79,97,80,120,779,1183,9600,9584,0.0016666666666666668,0,0,0.039,0.003,0.035,36.624,36.701
Set3,C,c6-p2,97,97,80,120,899,990,83,97,80,120,899,990,9600,9585,0.0015625,0,0,0.024,0.001,0.044,36.624,36.693
Set3,C,c6-p3,97,97,80,120,846,1095,75,97,80,120,846,1095,9600,9588,0.00125,0,0,0.039,0.001,0.035,36.618,36.693
Set3,C,c7-p1,196,196,160,240,2321,3167,167,196,160,240,2321,3167,38400,38254,0.0038020833333333335,0,0,0.317,0.022,0.618,35.739,36.696
Set3,C,c7-p2,197,197,160,240,2287,2894,161,197,160,240,2287,2894,38400,38351,0.0012760416666666666,0,0,0.246,0.021,0.614,35.813,36.694
Set3,C,c7-p3,196,196,160,240,2612,2887,169,196,160,240,2612,2887,38400,38250,0.00390625,0,0,0.334,0.024,0.539,35.796,36.693
Set4,MP,Class1_1_10_100_10_50,10,74,100,100,1879,2153,10,74,100,100,1879,2165,9826,9826,0.0,1,0,0.014,0.002,0.002,0.0,0.018
Set4,MP,Class1_1_10_100_25_75,10,14,100,100,645,723,11,13,100,99,588,692,8874,8874,0.0,1,0,0.001,0.0,0.0,0.0,0.001
Set4,MP,Class1_1_20_100_10_50,20,166,100,100,4251,3356,20,166,100,100,4251,3356,10000,10000,0.0,1,0,0.004,0.003,0.01,0.0,0.017
Set4,MP,Class1_1_20_100_25_75,20,36,100,100,1591,1505,19,35,100,100,1538,1451,9530,9530,0.0,1,0,0.001,0.001,0.0,0.0,0.002
Set4,MP,Class1_1_30_100_10_50,30,265,100,100,6656,6408,30,265,100,100,6656,6408,10000,10000,0.0,1,0,0.002,0.006,0.0,0.003,0.011
Set4,MP,Class1_1_30_100_25_75,30,55,100,100,2721,2738,28,48,100,100,2310,2482,9650,9650,0.0,1,0,0.014,0.0,0.0,0.0,0.014
Set4,MP,Class1_1_40_100_10_50,40,301,100,100,7111,6878,40,301,100,100,7111,6878,10000,10000,0.0,1,0,0.008,0.004,0.0,0.06,0.072
Set4,MP,Class1_1_40_100_25_75,40,67,100,100,3165,3203,35,60,100,100,2849,2749,9878,9878,0.0,1,0,0.005,0.0,0.001,0.0,0.006
Set4,MP,Class1_1_50_100_10_50,50,403,100,100,9672,9199,50,403,100,100,9672,9199,10000,10000,0.0,1,0,0.004,0.002,0.0,0.003,0.009
Set4,MP,Class1_1_50_100_25_75,50,79,100,100,3876,3850,45,74,100,100,3575,3608,9808,9808,0.0,1,0,0.009,0.002,0.0,0.0,0.011
Set4,MP,Class1_2_10_100_10_50,10,114,100,100,2120,2067,10,114,100,100,2120,2067,9969,9969,0.0,1,0,0.0,0.0,0.009,0.002,0.011
Set4,MP,Class1_2_10_100_25_75,10,15,100,100,759,665,5,8,100,99,392,288,9201,9201,0.0,1,0,0.001,0.0,0.0,0.0,0.001
Set4,MP,Class1_2_20_100_10_50,20,147,100,100,3563,3636,19,147,100,100,3563,3636,9967,9967,0.0,1,0,0.002,0.0,0.009,0.01,0.021
Set4,MP,Class1_2_20_100_25_75,20,32,100,100,1513,1509,9,10,100,100,407,499,9818,9818,0.0,1,0,0.001,0.0,0.0,0.0,0.001
Set4,MP,Class1_2_30_100_10_50,30,170,100,100,3845,4625,30,170,100,100,3845,4625,10000,10000,0.0,1,0,0.002,0.002,0.003,0.0,0.007
Set4,MP,Class1_2_30_100_25_75,30,61,100,100,2962,2706,29,60,100,100,2961,2671,9633,9633,0.0,1,0,0.002,0.001,0.0,0.0,0.003
Set4,MP,Class1_2_40_100_10_50,40,395,100,100,7744,8682,40,395,100,100,7744,8682,10000,10000,0.0,1,0,0.003,0.002,0.0,0.016,0.021
Set4,MP,Class1_2_40_100_25_75,40,84,100,100,3866,3585,41,84,100,100,3886,3592,9875,9875,0.0,1,0,0.003,0.001,0.002,0.0,0.006
Set4,MP,Class1_2_50_100_10_50,50,357,100,100,8407,8030,49,357,100,100,8407,8030,10000,10000,0.0,1,0,0.007,0.0,0.0,0.102,0.109
Set4,MP,Class1_2_50_100_25_75,50,107,100,100,4769,4922,50,107,100,100,4769,4922,10000,10000,0.0,1,0,0.003,0.0,0.0,0.0,0.003
Set4,MP,Class1_3_10_100_10_50,10,67,100,100,1955,1400,10,67,100,100,1955,1400,9900,9900,0.0,1,0,0.001,0.002,0.001,0.0,0.004
Set4,MP,Class1_3_10_100_25_75,10,27,100,100,1111,992,10,27,100,100,1144,1051,9182,9182,0.0,1,0,0.003,0.0,0.0,0.0,0.003
Set4,MP,Class1_3_20_100_10_50,20,157,100,100,3524,3878,20,157,100,100,3524,3878,9961,9961,0.0,1,0,0.003,0.002,0.008,0.0,0.013
Set4,MP,Class1_3_20_100_25_75,20,39,100,100,1695,1936,11,28,100,100,1057,1320,9616,9616,0.0,1,0,0.0,0.007,0.0,0.0,0.007
Set4,MP,Class1_3_30_100_10_50,30,261,100,100,6227,5649,30,261,100,100,6227,5649,10000,10000,0.0,1,0,0.003,0.002,0.0,0.007,0.012
Set4,MP,Class1_3_30_100_25_75,30,68,100,100,3235,3148,26,62,100,100,2929,2834,9873,9873,0.0,1,0,0.003,0.001,0.0,0.0,0.004
Set4,MP,Class1_3_40_100_10_50,40,341,100,100,8405,6801,40,341,100,100,8405,6801,10000,10000,0.0,1,0,0.003,0.002,0.0,0.051,0.056
Set4,MP,Class1_3_40_100_25_75,40,75,100,100,3542,3279,39,74,100,100,3499,3211,9794,9794,0.0,1,0,0.009,0.002,0.001,0.0,0.012
Set4,MP,Class1_3_50_100_10_50,50,341,100,100,8192,9587,49,341,100,100,8192,9587,10000,10000,0.0,1,0,0.002,0.0,0.0,0.034,0.036
Set4,MP,Class1_3_50_100_25_75,50,104,100,100,4566,4306,48,102,100,100,4454,4188,9912,9912,0.0,1,0,0.012,0.002,0.001,0.0,0.015
Set4,MP,Class1_4_10_100_10_50,10,79,100,100,1831,2255,10,79,100,100,1831,2255,9954,9954,0.0,1,0,0.001,0.001,0.001,0.0,0.003
Set4,MP,Class1_4_10_100_25_75,10,22,100,100,1180,887,7,14,100,100,798,500,9553,9553,0.0,1,0,0.001,0.0,0.0,0.0,0.001
Set4,MP,Class1_4_20_100_10_50,20,147,100,100,3758,3725,20,147,100,100,3758,3725,10000,10000,0.0,1,0,0.0,0.0,0.008,0.001,0.009
Set4,MP,Class1_4_20_100_25_75,20,55,100,100,2362,2155,20,53,100,100,2292,2071,9862,9862,0.0,1,0,0.001,0.0,0.0,0.0,0.001
Set4,MP,Class1_4_30_100_10_50,30,226,100,100,5121,5531,29,226,100,100,5121,5531,10000,10000,0.0,1,0,0.0,0.003,0.0,0.0,0.003
Set4,MP,Class1_4_30_100_25_75,30,56,100,100,2646,2542,17,38,100,100,1722,1543,9937,9937,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class1_4_40_100_10_50,40,391,100,100,8235,8829,40,391,100,100,8235,8829,10000,10000,0.0,1,0,0.003,0.0,0.0,0.013,0.016
Set4,MP,Class1_4_40_100_25_75,40,82,100,100,3741,3542,37,77,100,100,3383,3388,9856,9856,0.0,1,0,0.004,0.001,0.0,0.0,0.005
Set4,MP,Class1_4_50_100_10_50,50,433,100,100,10716,10721,49,431,100,100,10656,10675,10000,10000,0.0,1,0,0.012,0.005,0.0,0.133,0.15
Set4,MP,Class1_4_50_100_25_75,50,97,100,100,4331,4507,39,85,100,100,3739,3824,9926,9926,0.0,1,0,0.005,0.002,0.001,0.0,0.008
Set4,MP,Class1_5_10_100_10_50,10,90,100,100,1803,1827,8,87,100,100,1731,1752,9990,9990,0.0,1,0,0.002,0.002,0.003,0.0,0.007
Set4,MP,Class1_5_10_100_25_75,10,15,100,100,824,693,7,8,96,100,470,360,9394,9394,0.0,1,0,0.001,0.0,0.0,0.0,0.001
Set4,MP,Class1_5_20_100_10_50,20,97,100,100,2500,2387,20,97,100,100,2500,2387,9959,9959,0.0,1,0,0.001,0.002,0.002,0.002,0.007
Set4,MP,Class1_5_20_100_25_75,20,33,100,100,1458,1643,20,33,100,100,1482,1682,9325,9325,0.0,1,0,0.003,0.001,0.0,0.0,0.004
Set4,MP,Class1_5_30_100_10_50,30,206,100,100,5498,5481,30,206,100,100,5498,5481,10000,10000,0.0,1,0,0.002,0.002,0.0,0.009,0.013
Set4,MP,Class1_5_30_100_25_75,30,56,100,100,2629,2614,28,54,100,100,2555,2531,9688,9688,0.0,1,0,0.01,0.001,0.0,0.0,0.011
Set4,MP,Class1_5_40_100_10_50,40,290,100,100,6552,6838,39,290,100,100,6552,6838,10000,10000,0.0,1,0,0.008,0.003,0.0,0.064,0.075
Set4,MP,Class1_5_40_100_25_75,40,80,100,100,3421,3581,40,79,100,100,3374,3530,9793,9793,0.0,1,0,0.004,0.001,0.0,0.002,0.007
Set4,MP,Class1_5_50_100_10_50,50,402,100,100,10375,8061,48,392,100,100,10055,7941,10000,10000,0.0,1,0,0.012,0.003,0.0,0.01,0.025
Set4,MP,Class1_5_50_100_25_75,50,105,100,100,4349,4771,48,103,100,100,4258,4676,9910,9910,0.0,1,0,0.012,0.007,0.001,0.0,0.02
Set4,MP,Class1_6_10_100_10_50,10,116,100,100,2346,2293,10,116,100,100,2346,2293,9961,9961,0.0,1,0,0.002,0.003,0.003,0.003,0.011
Set4,MP,Class1_6_10_100_25_75,10,19,100,100,971,971,9,17,100,100,894,888,8666,8666,0.0,1,0,0.007,0.0,0.0,0.0,0.007
Set4,MP,Class1_6_20_100_10_50,20,126,100,100,3440,3606,20,126,100,100,3440,3606,9969,9969,0.0,1,0,0.0,0.0,0.007,0.017,0.024
Set4,MP,Class1_6_20_100_25_75,20,53,100,100,2206,2096,18,50,100,100,2066,1932,9731,9731,0.0,1,0,0.011,0.001,0.0,0.001,0.013
Set4,MP,Class1_6_30_100_10_50,30,341,100,100,8709,6363,29,328,100,100,8397,6181,10000,10000,0.0,1,0,0.01,0.005,0.0,0.01,0.025
Set4,MP,Class1_6_30_100_25_75,30,57,100,100,2666,2731,25,49,100,100,2175,2350,9812,9812,0.0,1,0,0.008,0.001,0.0,0.0,0.009
Set4,MP,Class1_6_40_100_10_50,40,293,100,100,6659,7411,39,293,100,100,6659,7411,10000,10000,0.0,1,0,0.006,0.004,0.0,0.063,0.073
Set4,MP,Class1_6_40_100_25_75,40,81,100,100,3783,3692,37,79,100,100,3682,3587,10000,10000,0.0,1,0,0.008,0.0,0.0,0.0,0.008
Set4,MP,Class1_6_50_100_10_50,50,317,100,100,9010,8722,49,317,100,100,9010,8722,10000,10000,0.0,1,0,0.004,0.002,0.0,0.06,0.066
Set4,MP,Class1_6_50_100_25_75,50,101,100,100,4646,4519,47,99,100,100,4547,4397,9900,9900,0.0,1,0,0.02,0.001,0.001,0.0,0.022
Set4,MP,Class1_7_10_100_10_50,10,59,100,100,1642,1628,10,59,100,100,1643,1628,9694,9694,0.0,1,0,0.001,0.001,0.0,0.002,0.004
Set4,MP,Class1_7_10_100_25_75,10,20,100,100,971,945,9,17,100,99,883,772,8898,8898,0.0,1,0,0.002,0.0,0.0,0.0,0.002
Set4,MP,Class1_7_20_100_10_50,20,146,100,100,4002,3746,20,146,100,100,4002,3746,9988,9988,0.0,1,0,0.001,0.002,0.003,0.0,0.006
Set4,MP,Class1_7_20_100_25_75,20,38,100,100,1907,1934,19,32,100,100,1716,1614,9643,9643,0.0,1,0,0.002,0.001,0.0,0.0,0.003
Set4,MP,Class1_7_30_100_10_50,30,197,100,100,5157,4708,30,197,100,100,5157,4708,10000,10000,0.0,1,0,0.002,0.002,0.006,0.0,0.01
Set4,MP,Class1_7_30_100_25_75,30,64,100,100,2844,2883,29,63,100,100,2797,2830,9820,9820,0.0,1,0,0.001,0.001,0.0,0.001,0.003
Set4,MP,Class1_7_40_100_10_50,40,328,100,100,7992,7268,40,328,100,100,7992,7268,10000,10000,0.0,1,0,0.002,0.0,0.0,0.013,0.015
Set4,MP,Class1_7_40_100_25_75,40,81,100,100,3640,3494,26,63,100,100,2609,2544,9965,9965,0.0,1,0,0.009,0.001,0.0,0.0,0.01
Set4,MP,Class1_7_50_100_10_50,50,304,100,100,7639,8266,50,304,100,100,7639,8266,10000,10000,0.0,1,0,0.003,0.003,0.0,0.028,0.034
Set4,MP,Class1_7_50_100_25_75,50,98,100,100,4669,4557,50,98,100,100,4687,4573,9857,9857,0.0,1,0,0.006,0.001,0.0,0.0,0.007
Set4,MP,Class1_8_10_100_10_50,10,54,100,100,1418,1239,10,54,100,100,1418,1239,9853,9853,0.0,1,0,0.0,0.001,0.001,0.0,0.002
Set4,MP,Class1_8_10_100_25_75,10,15,100,100,610,826,10,15,100,99,632,836,9174,9174,0.0,1,0,0.0,0.001,0.0,0.0,0.001
Set4,MP,Class1_8_20_100_10_50,20,102,100,100,3116,2470,20,102,100,100,3116,2470,9960,9960,0.0,1,0,0.002,0.002,0.006,0.001,0.011
Set4,MP,Class1_8_20_100_25_75,20,31,100,100,1633,1344,13,22,100,100,1120,892,9740,9740,0.0,1,0,0.002,0.0,0.0,0.0,0.002
Set4,MP,Class1_8_30_100_10_50,30,263,100,100,5474,6332,30,263,100,100,5474,6332,10000,10000,0.0,1,0,0.002,0.002,0.0,0.004,0.008
Set4,MP,Class1_8_30_100_25_75,30,62,100,100,2711,2766,23,49,100,100,2093,2071,9968,9968,0.0,1,0,0.003,0.001,0.0,0.0,0.004
Set4,MP,Class1_8_40_100_10_50,40,326,100,100,6295,7927,40,326,100,100,6295,7927,10000,10000,0.0,1,0,0.006,0.004,0.0,0.009,0.019
Set4,MP,Class1_8_40_100_25_75,40,70,100,100,3337,3628,38,67,100,100,3203,3496,9868,9868,0.0,1,0,0.002,0.0,0.0,0.0,0.002
Set4,MP,Class1_8_50_100_10_50,50,295,100,100,8285,7633,47,292,100,100,8141,7588,10000,10000,0.0,1,0,0.013,0.004,0.0,0.071,0.088
Set4,MP,Class1_8_50_100_25_75,50,97,100,100,4240,4543,49,96,100,100,4170,4510,9838,9838,0.0,1,0,0.004,0.002,0.0,0.0,0.006
Set4,MP,Class1_9_10_100_10_50,10,78,100,100,2388,1531,10,78,100,100,2388,1531,9885,9885,0.0,1,0,0.001,0.002,0.003,0.0,0.006
Set4,MP,Class1_9_10_100_25_75,10,20,100,100,927,959,11,20,100,100,956,993,8907,8907,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class1_9_20_100_10_50,20,138,100,100,3076,3450,20,138,100,100,3076,3450,9969,9969,0.0,1,0,0.002,0.003,0.009,0.012,0.026
Set4,MP,Class1_9_20_100_25_75,20,43,100,100,1946,1771,18,37,100,100,1805,1503,9212,9212,0.0,1,0,0.008,0.001,0.0,0.0,0.009
Set4,MP,Class1_9_30_100_10_50,30,181,100,100,4229,5590,30,181,100,100,4229,5590,10000,10000,0.0,1,0,0.002,0.002,0.005,0.0,0.009
Set4,MP,Class1_9_30_100_25_75,30,66,100,100,2830,2989,27,61,100,100,2540,2729,9888,9888,0.0,1,0,0.007,0.001,0.001,0.0,0.009
Set4,MP,Class1_9_40_100_10_50,40,321,100,100,8176,7360,40,321,100,100,8176,7360,10000,10000,0.0,1,0,0.007,0.005,0.0,0.072,0.084
Set4,MP,Class1_9_40_100_25_75,40,87,100,100,3607,3757,41,87,100,100,3626,3778,9898,9898,0.0,1,0,0.003,0.001,0.0,0.0,0.004
Set4,MP,Class1_9_50_100_10_50,50,384,100,100,8629,8212,49,384,100,100,8629,8212,10000,10000,0.0,1,0,0.008,0.004,0.0,0.113,0.125
Set4,MP,Class1_9_50_100_25_75,50,97,100,100,3980,4373,50,97,100,100,3980,4377,9911,9911,0.0,1,0,0.0,0.0,0.0,0.0,0.0
Set4,MP,Class2_1_10_100_10_50,10,23,100,100,758,625,10,23,100,100,758,625,9584,9584,0.0,1,0,0.0,0.001,0.001,1.355,1.357
