set,subset,instance,m,n,W,H,sum_w,sum_h,m',n',W',H',sum_w',sum_h',ub,lb,gap,opt,OOM,pre_time(s),ub0_time(s),dp_time(s),bid_time(s),time(s)
Set7,NGCUTFS,NGCUTFS3-112,150,600,100,100,24344,24024,47,179,100,100,5608,5167,30000,30000,0.0,1,0,0.031,0.003,0.018,0.0,0.052
Set7,NGCUTFS,NGCUTFS3-113,150,600,100,100,21800,23256,53,188,100,100,6394,6543,30000,30000,0.0,1,0,0.021,0.002,0.009,0.0,0.032
Set7,NGCUTFS,NGCUTFS3-114,150,600,100,100,22804,20688,60,228,100,100,6550,6574,30000,30000,0.0,1,0,0.017,0.002,0.0,0.515,0.534
Set7,NGCUTFS,NGCUTFS3-115,150,600,100,100,21012,23828,49,182,100,100,5332,7088,30000,30000,0.0,1,0,0.015,0.002,0.009,0.0,0.026
Set7,NGCUTFS,NGCUTFS3-116,150,600,100,100,22000,24420,47,170,100,100,5233,5391,30000,30000,0.0,1,0,0.02,0.001,0.009,0.0,0.03
Set7,NGCUTFS,NGCUTFS3-117,150,600,100,100,21452,21508,50,184,100,100,5708,5991,30000,30000,0.0,1,0,0.014,0.002,0.012,0.0,0.028
Set7,NGCUTFS,NGCUTFS3-118,150,600,100,100,20208,23232,150,600,100,100,20208,23232,30000,30000,0.0,1,0,0.007,0.0,0.0,0.0,0.007
Set7,NGCUTFS,NGCUTFS3-119,150,600,100,100,22416,21944,52,189,100,100,5049,4711,30000,30000,0.0,1,0,0.018,0.002,0.017,0.0,0.037
Set7,NGCUTFS,NGCUTFS3-120,150,600,100,100,22808,21348,58,210,100,100,6510,5915,30000,30000,0.0,1,0,0.015,0.002,0.0,0.119,0.136
Set7,NGCUTFS,NGCUTFS3-121,250,250,100,100,9078,9636,93,95,100,100,2972,3235,29976,29976,0.0,1,0,0.019,0.003,0.01,0.472,0.504
Set7,NGCUTFS,NGCUTFS3-122,250,250,100,100,9305,9227,117,117,100,100,3666,3665,29970,29970,0.0,1,0,0.016,0.002,0.012,2.135,2.165
Set7,NGCUTFS,NGCUTFS3-123,250,250,100,100,9478,9284,85,85,100,100,2950,2714,29947,29940,2.3374628510368318E-4,0,0,0.017,0.002,0.01,36.664,36.693
Set7,NGCUTFS,NGCUTFS3-124,250,250,100,100,8608,9307,96,96,100,100,2911,3294,29991,29991,0.0,1,0,0.014,0.003,0.01,1.49,1.517
Set7,NGCUTFS,NGCUTFS3-125,250,250,100,100,9947,8923,107,108,100,100,3626,3172,29866,29866,0.0,1,0,0.016,0.003,0.01,28.299,28.328
Set7,NGCUTFS,NGCUTFS3-126,250,250,100,100,9299,9186,81,83,100,100,3272,3298,29994,29994,0.0,1,0,0.018,0.002,0.009,0.142,0.171
Set7,NGCUTFS,NGCUTFS3-127,250,250,100,100,9983,9228,96,98,100,100,3573,3328,29960,29960,0.0,1,0,0.018,0.002,0.011,6.163,6.194
Set7,NGCUTFS,NGCUTFS3-128,250,250,100,100,9016,8696,111,112,100,100,2946,3064,30000,30000,0.0,1,0,0.022,0.002,0.012,0.129,0.165
Set7,NGCUTFS,NGCUTFS3-129,250,250,100,100,9574,9299,95,95,100,100,3299,2930,29970,29970,0.0,1,0,0.02,0.002,0.011,17.49,17.523
Set7,NGCUTFS,NGCUTFS3-130,250,250,100,100,9672,8570,100,101,100,100,3648,2936,30000,30000,0.0,1,0,0.015,0.002,0.012,0.0,0.029
Set7,NGCUTFS,NGCUTFS3-131,250,750,100,100,27771,27942,247,750,100,100,27771,27942,30000,30000,0.0,1,0,0.009,0.0,0.0,0.0,0.009
Set7,NGCUTFS,NGCUTFS3-132,250,750,100,100,28191,28569,248,750,100,100,28191,28569,30000,30000,0.0,1,0,0.014,0.0,0.0,0.0,0.014
Set7,NGCUTFS,NGCUTFS3-133,250,750,100,100,28356,26751,83,234,100,100,7597,6070,30000,30000,0.0,1,0,0.033,0.002,0.0,0.003,0.038
Set7,NGCUTFS,NGCUTFS3-134,250,750,100,100,31131,28821,97,269,100,100,9163,9545,30000,30000,0.0,1,0,0.033,0.002,0.0,0.025,0.06
Set7,NGCUTFS,NGCUTFS3-135,250,750,100,100,28467,29319,247,750,100,100,28467,29319,30000,30000,0.0,1,0,0.01,0.0,0.0,0.0,0.01
Set7,NGCUTFS,NGCUTFS3-136,250,750,100,100,26385,24990,73,209,100,100,6669,7335,30000,30000,0.0,1,0,0.034,0.003,0.0,0.02,0.057
Set7,NGCUTFS,NGCUTFS3-137,250,750,100,100,27090,26349,79,229,100,100,7281,7390,30000,30000,0.0,1,0,0.028,0.003,0.0,0.057,0.088
Set7,NGCUTFS,NGCUTFS3-138,250,750,100,100,29409,29355,95,262,100,100,9254,9930,30000,30000,0.0,1,0,0.025,0.003,0.0,0.01,0.038
Set7,NGCUTFS,NGCUTFS3-139,250,750,100,100,27267,25611,244,750,100,100,27267,25611,30000,30000,0.0,1,0,0.01,0.0,0.0,0.0,0.01
Set7,NGCUTFS,NGCUTFS3-140,250,750,100,100,26010,29520,247,750,100,100,26010,29520,30000,30000,0.0,1,0,0.015,0.0,0.0,0.0,0.015
Set7,NGCUTFS,NGCUTFS3-141,250,1000,100,100,37244,36024,245,1000,100,100,37244,36024,30000,30000,0.0,1,0,0.027,0.0,0.0,0.0,0.027
Set7,NGCUTFS,NGCUTFS3-142,250,1000,100,100,37412,37816,92,344,100,100,11109,11327,30000,30000,0.0,1,0,0.037,0.002,0.0,0.037,0.076
Set7,NGCUTFS,NGCUTFS3-143,250,1000,100,100,38100,37432,74,259,100,100,8261,9068,30000,30000,0.0,1,0,0.018,0.002,0.0,0.016,0.036
Set7,NGCUTFS,NGCUTFS3-144,250,1000,100,100,34800,38684,248,1000,100,100,34800,38684,30000,30000,0.0,1,0,0.011,0.0,0.0,0.0,0.011
Set7,NGCUTFS,NGCUTFS3-145,250,1000,100,100,37860,36472,248,1000,100,100,37860,36472,30000,30000,0.0,1,0,0.011,0.0,0.0,0.0,0.011
Set7,NGCUTFS,NGCUTFS3-146,250,1000,100,100,37560,36448,248,1000,100,100,37560,36448,30000,30000,0.0,1,0,0.012,0.0,0.0,0.0,0.012
Set7,NGCUTFS,NGCUTFS3-147,250,1000,100,100,36356,40164,247,1000,100,100,36356,40164,30000,30000,0.0,1,0,0.012,0.0,0.0,0.0,0.012
Set7,NGCUTFS,NGCUTFS3-148,250,1000,100,100,35740,37804,250,1000,100,100,35740,37804,30000,30000,0.0,1,0,0.012,0.0,0.0,0.0,0.012
Set7,NGCUTFS,NGCUTFS3-149,250,1000,100,100,36628,35736,80,297,100,100,8655,8828,30000,30000,0.0,1,0,0.02,0.002,0.0,0.02,0.042
Set7,NGCUTFS,NGCUTFS3-150,250,1000,100,100,37628,36092,248,1000,100,100,37628,36092,30000,30000,0.0,1,0,0.013,0.0,0.0,0.0,0.013
Set7,NGCUTFS,NGCUTFS3-151,500,500,100,100,18804,18368,171,177,100,100,6475,6862,30000,30000,0.0,1,0,0.041,0.002,0.016,0.0,0.059
Set7,NGCUTFS,NGCUTFS3-152,500,500,100,100,17307,18902,161,163,100,100,5437,6091,30000,30000,0.0,1,0,0.039,0.003,0.034,0.0,0.076
Set7,NGCUTFS,NGCUTFS3-153,500,500,100,100,18500,19292,156,160,100,100,5631,6432,30000,30000,0.0,1,0,0.034,0.0,0.0,0.0,0.034
Set7,NGCUTFS,NGCUTFS3-154,500,500,100,100,17893,19221,491,500,100,100,17893,19221,30000,30000,0.0,1,0,0.042,0.0,0.0,0.0,0.042
Set7,NGCUTFS,NGCUTFS3-155,500,500,100,100,18146,18847,166,171,100,100,5819,6278,30000,30000,0.0,1,0,0.039,0.002,0.023,0.0,0.064
Set7,NGCUTFS,NGCUTFS3-156,500,500,100,100,18212,18880,154,160,100,100,5872,5435,30000,30000,0.0,1,0,0.04,0.0,0.0,0.0,0.04
Set7,NGCUTFS,NGCUTFS3-157,500,500,100,100,18444,17969,152,156,100,100,5851,5601,30000,30000,0.0,1,0,0.041,0.002,0.027,0.0,0.07
Set7,NGCUTFS,NGCUTFS3-158,500,500,100,100,18725,18657,144,145,100,100,5485,5222,30000,30000,0.0,1,0,0.037,0.003,0.023,0.0,0.063
Set7,NGCUTFS,NGCUTFS3-159,500,500,100,100,18989,18546,158,161,100,100,6141,6198,30000,30000,0.0,1,0,0.036,0.002,0.043,0.0,0.081
Set7,NGCUTFS,NGCUTFS3-160,500,500,100,100,18527,18464,166,171,100,100,6297,6340,30000,30000,0.0,1,0,0.041,0.002,0.024,0.0,0.067
Set7,NGCUTFS,NGCUTFS3-161,500,1500,100,100,55524,56784,489,1500,100,100,55524,56784,30000,30000,0.0,1,0,0.027,0.0,0.0,0.0,0.027
Set7,NGCUTFS,NGCUTFS3-162,500,1500,100,100,57771,56538,488,1500,100,100,57771,56538,30000,30000,0.0,1,0,0.026,0.0,0.0,0.0,0.026
Set7,NGCUTFS,NGCUTFS3-163,500,1500,100,100,56460,51681,489,1500,100,100,56460,51681,30000,30000,0.0,1,0,0.023,0.0,0.0,0.0,0.023
Set7,NGCUTFS,NGCUTFS3-164,500,1500,100,100,56142,55839,489,1500,100,100,56142,55839,30000,30000,0.0,1,0,0.023,0.0,0.0,0.0,0.023
Set7,NGCUTFS,NGCUTFS3-165,500,1500,100,100,57936,55143,491,1500,100,100,57936,55143,30000,30000,0.0,1,0,0.022,0.0,0.0,0.0,0.022
Set7,NGCUTFS,NGCUTFS3-166,500,1500,100,100,57237,53220,489,1500,100,100,57237,53220,30000,30000,0.0,1,0,0.024,0.0,0.0,0.0,0.024
Set7,NGCUTFS,NGCUTFS3-167,500,1500,100,100,54669,56271,491,1500,100,100,54669,56271,30000,30000,0.0,1,0,0.023,0.0,0.0,0.0,0.023
Set7,NGCUTFS,NGCUTFS3-168,500,1500,100,100,58197,59094,161,446,100,100,16216,14860,30000,30000,0.0,1,0,0.062,0.002,0.0,0.071,0.135
Set7,NGCUTFS,NGCUTFS3-169,500,1500,100,100,56475,57354,487,1500,100,100,56475,57354,30000,30000,0.0,1,0,0.021,0.0,0.0,0.0,0.021
Set7,NGCUTFS,NGCUTFS3-170,500,1500,100,100,54765,55560,490,1500,100,100,54765,55560,30000,30000,0.0,1,0,0.024,0.0,0.0,0.0,0.024
Set7,NGCUTFS,NGCUTFS3-171,500,2000,100,100,75256,74156,497,2000,100,100,75256,74156,30000,30000,0.0,1,0,0.026,0.0,0.0,0.0,0.026
Set7,NGCUTFS,NGCUTFS3-172,500,2000,100,100,74732,77740,493,2000,100,100,74732,77740,30000,30000,0.0,1,0,0.027,0.0,0.0,0.0,0.027
Set7,NGCUTFS,NGCUTFS3-173,500,2000,100,100,71900,71624,492,2000,100,100,71900,71624,30000,30000,0.0,1,0,0.029,0.0,0.0,0.0,0.029
Set7,NGCUTFS,NGCUTFS3-174,500,2000,100,100,73880,75176,489,2000,100,100,73880,75176,30000,30000,0.0,1,0,0.029,0.0,0.0,0.0,0.029
Set7,NGCUTFS,NGCUTFS3-175,500,2000,100,100,72792,76036,491,2000,100,100,72792,76036,30000,30000,0.0,1,0,0.029,0.0,0.0,0.0,0.029
Set7,NGCUTFS,NGCUTFS3-176,500,2000,100,100,74380,76436,491,2000,100,100,74380,76436,30000,30000,0.0,1,0,0.027,0.0,0.0,0.0,0.027
Set7,NGCUTFS,NGCUTFS3-177,500,2000,100,100,79168,74684,495,2000,100,100,79168,74684,30000,30000,0.0,1,0,0.028,0.0,0.0,0.0,0.028
Set7,NGCUTFS,NGCUTFS3-178,500,2000,100,100,72232,72600,492,2000,100,100,72232,72600,30000,30000,0.0,1,0,0.027,0.0,0.0,0.0,0.027
Set7,NGCUTFS,NGCUTFS3-179,500,2000,100,100,75076,73744,488,2000,100,100,75076,73744,30000,30000,0.0,1,0,0.029,0.0,0.0,0.0,0.029
Set7,NGCUTFS,NGCUTFS3-180,500,2000,100,100,77932,75484,494,2000,100,100,77932,75484,30000,30000,0.0,1,0,0.026,0.0,0.0,0.0,0.026
Set7,NGCUTFS,NGCUTFS3-181,1000,1000,100,100,36284,37302,959,1000,100,100,36284,37302,30000,30000,0.0,1,0,0.055,0.0,0.0,0.0,0.055
Set7,NGCUTFS,NGCUTFS3-182,1000,1000,100,100,38016,37602,961,1000,100,100,38016,37602,30000,30000,0.0,1,0,0.05,0.0,0.0,0.0,0.05
Set7,NGCUTFS,NGCUTFS3-183,1000,1000,100,100,38957,37926,967,1000,100,100,38957,37926,30000,30000,0.0,1,0,0.052,0.0,0.0,0.0,0.052
Set7,NGCUTFS,NGCUTFS3-184,1000,1000,100,100,35168,36579,968,1000,100,100,35168,36579,30000,30000,0.0,1,0,0.057,0.0,0.0,0.0,0.057
Set7,NGCUTFS,NGCUTFS3-185,1000,1000,100,100,37873,36565,959,1000,100,100,37873,36565,30000,30000,0.0,1,0,0.05,0.0,0.0,0.0,0.05
Set7,NGCUTFS,NGCUTFS3-186,1000,1000,100,100,36850,37004,958,1000,100,100,36850,37004,30000,30000,0.0,1,0,0.051,0.0,0.0,0.0,0.051
Set7,NGCUTFS,NGCUTFS3-187,1000,1000,100,100,36820,36319,959,1000,100,100,36820,36319,30000,30000,0.0,1,0,0.052,0.0,0.0,0.0,0.052
Set7,NGCUTFS,NGCUTFS3-188,1000,1000,100,100,37065,37320,966,1000,100,100,37065,37320,30000,30000,0.0,1,0,0.051,0.0,0.0,0.0,0.051
Set7,NGCUTFS,NGCUTFS3-189,1000,1000,100,100,37267,37964,954,1000,100,100,37267,37964,30000,30000,0.0,1,0,0.054,0.0,0.0,0.0,0.054
Set7,NGCUTFS,NGCUTFS3-190,1000,1000,100,100,36633,37523,957,1000,100,100,36633,37523,30000,30000,0.0,1,0,0.049,0.0,0.0,0.0,0.049
Set7,NGCUTFS,NGCUTFS3-191,1000,3000,100,100,111612,113106,976,3000,100,100,111612,113106,30000,30000,0.0,1,0,0.06,0.0,0.0,0.0,0.06
Set7,NGCUTFS,NGCUTFS3-192,1000,3000,100,100,110403,111369,960,3000,100,100,110403,111369,30000,30000,0.0,1,0,0.06,0.0,0.0,0.0,0.06
Set7,NGCUTFS,NGCUTFS3-193,1000,3000,100,100,113553,108639,965,3000,100,100,113553,108639,30000,30000,0.0,1,0,0.063,0.0,0.0,0.0,0.063
Set7,NGCUTFS,NGCUTFS3-194,1000,3000,100,100,108015,110808,967,3000,100,100,108015,110808,30000,30000,0.0,1,0,0.061,0.0,0.0,0.0,0.061
Set7,NGCUTFS,NGCUTFS3-195,1000,3000,100,100,112410,108714,963,3000,100,100,112410,108714,30000,30000,0.0,1,0,0.056,0.0,0.0,0.0,0.056
Set7,NGCUTFS,NGCUTFS3-196,1000,3000,100,100,107217,111783,960,3000,100,100,107217,111783,30000,30000,0.0,1,0,0.057,0.0,0.0,0.0,0.057
Set7,NGCUTFS,NGCUTFS3-197,1000,3000,100,100,113079,115047,963,3000,100,100,113079,115047,30000,30000,0.0,1,0,0.054,0.0,0.0,0.0,0.054
Set7,NGCUTFS,NGCUTFS3-198,1000,3000,100,100,111087,109038,964,3000,100,100,111087,109038,30000,30000,0.0,1,0,0.06,0.0,0.0,0.0,0.06
Set7,NGCUTFS,NGCUTFS3-199,1000,3000,100,100,110160,111468,975,3000,100,100,110160,111468,30000,30000,0.0,1,0,0.056,0.0,0.0,0.0,0.056
Set7,NGCUTFS,NGCUTFS3-200,1000,3000,100,100,106518,111615,959,3000,100,100,106518,111615,30000,30000,0.0,1,0,0.059,0.0,0.0,0.0,0.059
Set7,NGCUTFS,NGCUTFS3-201,1000,4000,100,100,143996,145912,968,4000,100,100,143996,145912,30000,30000,0.0,1,0,0.068,0.0,0.0,0.0,0.068
Set7,NGCUTFS,NGCUTFS3-202,1000,4000,100,100,147004,146008,961,4000,100,100,147004,146008,30000,30000,0.0,1,0,0.065,0.0,0.0,0.0,0.065
Set7,NGCUTFS,NGCUTFS3-203,1000,4000,100,100,147900,150880,960,4000,100,100,147900,150880,30000,30000,0.0,1,0,0.068,0.0,0.0,0.0,0.068
Set7,NGCUTFS,NGCUTFS3-204,1000,4000,100,100,145424,145148,959,4000,100,100,145424,145148,30000,30000,0.0,1,0,0.069,0.0,0.0,0.0,0.069
Set7,NGCUTFS,NGCUTFS3-205,1000,4000,100,100,147628,150260,965,4000,100,100,147628,150260,30000,30000,0.0,1,0,0.07,0.0,0.0,0.0,0.07
Set7,NGCUTFS,NGCUTFS3-206,1000,4000,100,100,151104,154388,969,4000,100,100,151104,154388,30000,30000,0.0,1,0,0.072,0.0,0.0,0.0,0.072
Set7,NGCUTFS,NGCUTFS3-207,1000,4000,100,100,154500,150616,971,4000,100,100,154500,150616,30000,30000,0.0,1,0,0.068,0.0,0.0,0.0,0.068
Set7,NGCUTFS,NGCUTFS3-208,1000,4000,100,100,148096,148196,959,4000,100,100,148096,148196,30000,30000,0.0,1,0,0.071,0.0,0.0,0.0,0.071
Set7,NGCUTFS,NGCUTFS3-209,1000,4000,100,100,149392,140624,945,4000,100,100,149392,140624,30000,30000,0.0,1,0,0.069,0.0,0.0,0.0,0.069
Set7,NGCUTFS,NGCUTFS3-210,1000,4000,100,100,149136,148536,965,4000,100,100,149136,148536,30000,30000,0.0,1,0,0.072,0.0,0.0,0.0,0.072
Set8,AB,AB1,50,289,2452,1406,79944,82525,47,271,2452,1406,73527,75892,2426652,2379877,0.0192755285883596,0,0,1.205,25.129,0.0,47.053,73.387
Set8,AB,AB2,50,291,2642,1458,80264,73393,49,284,2642,1458,77268,70159,2768177,2720432,0.01724781327205594,0,0,1.395,33.264,0.0,38.728,73.387
Set8,AB,AB3,50,308,2230,1279,69677,86111,50,308,2230,1279,69677,86111,1981813,1955162,0.01344778745522408,0,0,0.538,17.678,0.0,55.171,73.387
Set8,AB,AB4,50,234,2195,1311,71150,67589,48,216,2195,1311,62861,59696,2017446,1973210,0.02192673310710671,0,0,0.846,14.892,0.0,57.649,73.387
Set8,AB,AB5,50,260,2997,1198,57856,74979,49,257,2997,1198,56452,74064,2508203,2455641,0.020956039044686573,0,0,1.248,29.881,0.0,42.258,73.387
Set8,AB,AB6,50,289,2345,1435,70022,78850,50,289,2345,1435,70022,78850,2399653,2368701,0.012898531579357515,0,0,0.623,24.056,0.0,48.708,73.387
Set8,AB,AB7,50,269,2019,1233,68897,74890,42,228,2019,1233,51633,59627,1810658,1751530,0.03265553185637486,0,0,0.745,11.824,0.0,60.818,73.387
Set8,AB,AB8,50,283,2404,1443,74170,76973,48,270,2404,1443,69131,72204,2483483,2431255,0.021030141941780957,0,0,1.226,25.378,0.0,46.783,73.387
Set8,AB,AB9,50,242,2807,1373,70493,60634,47,229,2807,1373,64446,56046,2685744,2644059,0.015520838918377924,0,0,1.228,34.612,0.0,37.547,73.387
Set8,AB,AB10,50,306,2079,1051,80030,82491,45,270,2079,1051,67844,70920,1590351,1576405,0.00876913335483802,0,0,0.741,8.577,0.0,64.069,73.387
Set8,AB,AB11,100,548,2076,1110,164589,138900,88,483,2076,1110,143238,115320,1665198,1634861,0.018218253925359026,0,0,1.545,11.819,0.0,60.023,73.387
Set8,AB,AB12,100,572,2003,1142,150426,159453,79,462,2003,1142,118209,115196,1685284,1683902,8.200398271151925E-4,0,0,1.487,10.84,0.0,61.06,73.387
Set8,AB,AB13,100,548,2105,1138,156992,131187,91,488,2105,1138,134782,112057,1757113,1730176,0.015330260489792063,0,0,1.656,11.602,0.0,60.13,73.388
Set8,AB,AB14,100,597,2714,1107,152603,166741,96,569,2714,1107,143337,154906,2127351,2095838,0.014813258366860945,0,0,2.269,21.738,0.0,49.38,73.387
Set8,AB,AB15,100,531,2956,1360,150074,155536,95,494,2956,1360,135139,140757,2916378,2857450,0.020205885519641142,0,0,2.813,45.335,0.0,25.239,73.387
Set8,AB,AB16,100,505,2104,1270,132418,141263,92,459,2104,1270,114697,123296,1904082,1868304,0.018790157146593475,0,0,1.734,15.983,0.0,55.67,73.387
Set8,AB,AB17,100,610,2305,1359,174147,166186,79,479,2305,1359,124490,120500,2297727,2273621,0.01049123764485511,0,0,2.118,22.547,0.0,48.722,73.387
Set8,AB,AB18,100,588,2436,1416,170351,160673,85,504,2436,1416,139319,127394,2538380,2501416,0.014562043508064199,0,0,2.453,29.64,0.0,41.294,73.387
Set8,AB,AB19,100,577,2305,1186,150672,153002,83,487,2305,1186,125926,123648,1997900,1969827,0.014051253816507332,0,0,1.881,15.999,0.0,55.507,73.387
Set8,AB,AB20,100,571,2043,1082,157128,162798,87,476,2043,1082,122127,125252,1587667,1551442,0.022816497414130294,0,0,1.503,11.346,0.0,60.538,73.387
Set8,AB,AB21,150,750,2171,1086,205499,208595,129,647,2171,1086,173780,171645,1683815,1650395,0.01984778612852362,0,0,2.311,12.77,0.0,58.306,73.387
Set8,AB,AB22,150,832,2190,1095,216657,237279,125,685,2190,1095,165574,187957,1757017,1724815,0.018327654200272395,0,0,2.5,13.53,0.0,57.357,73.387
Set8,AB,AB23,150,855,2887,1444,241439,244037,129,742,2887,1444,197074,204591,3031060,2987136,0.014491300073241705,0,0,4.46,47.087,0.0,21.842,73.389
Set8,AB,AB24,150,823,2047,1023,218202,239481,113,624,2047,1023,152452,171566,1505922,1483113,0.015146202791379633,0,0,1.984,9.305,0.0,62.099,73.388
Set8,AB,AB25,150,865,2798,1399,245594,246966,130,729,2798,1399,194259,199238,2888499,2840727,0.01653869362599745,0,0,4.278,40.353,0.0,28.756,73.387
Set8,AB,AB26,150,824,2395,1197,234994,233339,122,692,2395,1197,189824,186936,2109541,2109541,0.0,1,0,2.861,20.926,0.0,2.147,25.934
Set8,AB,AB27,150,820,2914,1457,227019,219306,133,717,2914,1457,189031,181386,3074839,3039786,0.01139994646874194,0,0,4.622,50.07,0.0,18.696,73.388
Set8,AB,AB28,150,787,2366,1183,214455,218626,118,611,2366,1183,158955,154161,2065555,2028955,0.017719208638840408,0,0,2.814,20.401,0.0,50.172,73.387
Set8,AB,AB29,150,791,2683,1342,213237,220868,122,635,2683,1342,158208,159857,2613908,2571908,0.01606789527404943,0,0,3.681,34.505,0.0,35.201,73.387
Set8,AB,AB30,150,827,2124,1062,225881,210999,129,721,2124,1062,188214,172585,1656015,1632361,0.014283687043897549,0,0,2.49,12.042,0.0,58.855,73.387
Set8,AB,AB31,50,1152,2484,1414,333718,288942,43,929,2484,1414,241888,228860,2502120,2463019,0.015627148178344763,0,0,1.793,25.507,0.0,46.087,73.387
Set8,AB,AB32,50,1416,2371,1140,385121,452893,36,852,2371,1140,184465,258155,1955336,1937413,0.009166199568769767,0,0,1.261,11.962,0.0,60.164,73.387
Set8,AB,AB33,50,1492,2824,1178,402891,436804,43,1174,2824,1178,283978,319261,2382481,2348002,0.014471888757979601,0,0,1.861,22.447,0.0,49.082,73.39
Set8,AB,AB34,50,1374,2306,1339,352332,411731,42,1012,2306,1339,224763,288680,2206434,2206434,0.0,1,0,1.597,20.864,0.0,1.35,23.811
Set8,AB,AB35,50,1222,2277,1018,390543,336575,42,838,2277,1018,251307,189243,1656484,1656484,0.0,1,0,1.655,15.101,0.0,4.987,21.743
Set8,AB,AB36,50,1264,2775,1293,340664,303629,47,1135,2775,1293,290385,254526,2585508,2585508,0.0,1,0,2.068,29.714,0.0,0.718,32.5
Set8,AB,AB37,50,1409,2556,1368,397152,446992,39,952,2556,1368,233357,272481,2535524,2535524,0.0,1,0,1.851,24.915,0.0,0.049,26.815
Set8,AB,AB38,50,1528,2381,1187,383307,385847,41,1084,2381,1187,238039,246275,2029123,2008195,0.01031381537738225,0,0,1.643,15.291,0.0,56.453,73.387
Set8,AB,AB39,50,1356,2933,1154,387115,344178,45,1085,2933,1154,271360,257351,2399187,2390654,0.0035566214721903713,0,0,1.877,26.774,0.0,44.736,73.387
Set8,AB,AB40,50,1495,2106,1057,424149,421817,37,852,2106,1057,210573,214754,1594088,1594088,0.0,1,0,1.049,8.657,0.0,0.002,9.708
Set8,AB,AB41,100,2469,2860,1406,663005,704255,72,1652,2860,1406,369144,418297,2977292,2967334,0.0033446501048603897,0,0,4.133,39.443,0.0,29.811,73.387
Set8,AB,AB42,100,2345,2009,1458,620521,674930,70,1404,2009,1458,328808,353630,2158197,2151755,0.002984898968907843,0,0,4.192,17.774,0.0,51.421,73.387
Set8,AB,AB43,100,2645,2950,1279,641036,687771,68,1810,2950,1279,416309,428040,2793859,2793859,0.0,1,0,4.142,36.731,0.0,0.417,41.29
Set8,AB,AB44,100,2611,2789,1311,687187,713918,68,1698,2789,1311,383849,414468,2702615,2702615,0.0,1,0,3.742,34.632,0.0,1.921,40.295
Set8,AB,AB45,100,2614,2319,1198,657816,669114,74,1724,2319,1198,376702,377893,2048079,2048079,0.0,1,0,3.031,18.582,0.0,7.738,29.351
Set8,AB,AB46,100,2564,2015,1435,707419,720420,67,1506,2015,1435,369646,355526,2128007,2128007,0.0,1,0,2.86,17.555,0.0,0.052,20.467
Set8,AB,AB47,100,2462,2270,1233,576712,670687,78,1791,2270,1233,383016,444997,2034782,2006836,0.013734149407651532,0,0,3.12,18.806,0.0,51.461,73.387
Set8,AB,AB48,100,2397,2350,1443,678357,613370,75,1642,2350,1443,407520,371238,2499337,2484549,0.0059167691271725265,0,0,3.55,25.13,0.0,44.707,73.387
Set8,AB,AB49,100,2221,2433,1373,645894,626562,76,1466,2433,1373,380338,385994,2460734,2459898,3.3973602998129825E-4,0,0,3.278,25.464,0.0,44.645,73.387
Set8,AB,AB50,100,2278,2142,1051,639159,548528,74,1469,2142,1051,355678,293610,1638603,1612377,0.01600509702472167,0,0,2.231,10.731,0.0,60.427,73.389
Set8,AB,AB51,150,3819,2796,1030,1082491,1014199,98,2295,2796,1030,524568,515663,2115480,2108233,0.003425700077523777,0,0,4.586,21.657,0.0,47.145,73.388
Set8,AB,AB52,150,3771,2552,1320,993167,1036575,108,2556,2552,1320,589678,643897,2500525,2500525,0.0,1,0,8.364,30.174,0.0,8.14,46.678
Set8,AB,AB53,150,3957,2762,1154,1052086,948750,100,2512,2762,1154,587941,554282,2340549,2340372,7.562328325533881E-5,0,0,5.369,25.761,0.0,42.257,73.387
Set8,AB,AB54,150,3871,2566,1329,970329,1017416,98,2561,2566,1329,577578,576928,2528340,2528340,0.0,1,0,5.774,31.715,0.0,0.019,37.508
Set8,AB,AB55,150,4108,2757,1157,1142138,1082410,112,2770,2757,1157,666890,644037,2341643,2335603,0.0025793854998392156,0,0,5.893,28.287,0.0,39.207,73.387
Set8,AB,AB56,150,3415,2155,1195,1007127,912437,100,2107,2155,1195,551378,503953,1905904,1905904,0.0,1,0,3.829,14.375,0.0,0.304,18.508
Set8,AB,AB57,150,3848,2198,1018,1059517,1127522,92,1923,2198,1018,427876,449357,1645415,1645415,0.0,1,0,3.284,17.638,0.0,0.347,21.269
Set8,AB,AB58,150,3978,2397,1474,1153558,1067966,97,2312,2397,1474,577729,542902,2623793,2623793,0.0,1,0,5.65,29.022,0.0,0.001,34.673
Set8,AB,AB59,150,4072,2181,1372,1191779,1073808,96,2389,2181,1372,591569,495562,2187480,2159490,0.012795545559273685,0,0,4.78,22.129,0.0,46.478,73.387
Set8,AB,AB60,150,3550,2088,1014,1052701,1053690,91,1647,2088,1014,439663,385266,1559185,1559185,0.0,1,0,2.836,9.327,0.0,0.0,12.163
