set,subset,instance,m,n,W,H,sum_w,sum_h,m',n',W',H',sum_w',sum_h',ub,lb,ub',lb',gap,opt,OOM,pre_time(s),ub0_time(s),dp_time(s),bid_time(s),time(s)
Set4,MP,Class2_15_30_100_10_50,30,72,100,100,2202,2111,30,72,100,100,2202,2111,9974,9974,9974,9974,0,1,0,0.001,0.002,0.002,0.049,0.054
Set4,MP,Class2_15_30_100_25_75,30,76,100,100,3491,3509,30,72,100,100,3269,3404,9780,9780,9780,9780,0,1,0,0.002,0.001,0,0,0.003
Set4,MP,Class2_15_40_100_10_50,40,98,100,100,3034,3051,39,98,100,100,3034,3051,9986,9986,9986,9986,0,1,0,0.002,0.001,0.001,0.03,0.034
Set4,MP,Class2_15_40_100_25_75,40,96,100,100,4407,4553,39,91,100,100,4103,4309,9900,9900,9900,9900,0,1,0,0.003,0.002,0.001,0,0.006
Set4,MP,Class2_15_50_100_10_50,50,118,100,100,3421,3533,49,118,100,100,3421,3533,10000,10000,10000,10000,0,1,0,0.002,0.002,0.003,0,0.007
Set4,MP,Class2_15_50_100_25_75,50,121,100,100,6019,6024,49,111,100,100,5452,5424,9974,9974,9974,9974,0,1,0,0.006,0,0.001,0,0.007
Set4,MP,Class3_10_10_100_10_50,10,10,100,100,298,321,9,10,100,100,299,322,8781,8781,8781,8781,0,1,0,0.001,0,0,0.102,0.103
Set4,MP,Class3_10_10_100_25_75,10,10,100,100,462,438,10,10,99,100,515,461,8783,8783,8783,8783,0,1,0,0,0,0,0.002,0.002
Set4,MP,Class3_10_20_100_10_50,20,20,100,100,543,597,20,20,100,100,543,597,9671,9671,9671,9671,0,1,0,0.001,0.001,0,2.854,2.856
Set4,MP,Class3_10_20_100_25_75,20,20,100,100,1083,1108,20,20,100,100,1113,1131,8823,8823,8823,8823,0,1,0,0,0,0,0,0
Set4,MP,Class3_10_30_100_10_50,30,30,100,100,1024,842,30,30,100,100,1024,842,9796,9796,9796,9796,0,1,0,0,0.013,0,1.483,1.496
Set4,MP,Class3_10_30_100_25_75,30,30,100,100,1611,1500,29,30,100,100,1728,1537,9752,9752,9752,9752,0,1,0,0,0.002,0,0,0.002
Set4,MP,Class3_10_40_100_10_50,40,40,100,100,1083,1185,40,40,100,100,1083,1185,9959,9959,9959,9959,0,1,0,0.002,0,0.004,0.38,0.386
Set4,MP,Class3_10_40_100_25_75,40,40,100,100,1936,1970,40,40,100,100,1951,1991,9741,9741,9741,9741,0,1,0,0,0,0.002,0,0.002
Set4,MP,Class3_10_50_100_10_50,50,50,100,100,1554,1368,50,50,100,100,1554,1368,9950,9950,9950,9950,0,1,0,0,0,0,2.402,2.402
Set4,MP,Class3_10_50_100_25_75,50,50,100,100,2642,2549,49,50,100,100,2658,2558,9896,9896,9896,9896,0,1,0,0,0,0,0,0
Set4,MP,Class3_11_10_100_10_50,10,10,100,100,222,283,10,10,100,100,222,283,5907,5907,5907,5907,0,1,0,0,0,0,0,0
Set4,MP,Class3_11_10_100_25_75,10,10,100,100,479,489,10,10,100,100,523,515,8851,8851,8851,8851,0,1,0,0,0,0,0,0
Set4,MP,Class3_11_20_100_10_50,20,20,100,100,665,575,20,20,100,100,665,575,9577,9577,9577,9577,0,1,0,0,0.002,0,2.311,2.313
Set4,MP,Class3_11_20_100_25_75,20,20,100,100,1074,913,20,20,100,100,1109,920,9317,9317,9317,9317,0,1,0,0,0,0,0,0
Set4,MP,Class3_11_30_100_10_50,30,30,100,100,955,809,30,30,100,100,955,809,9818,9818,9818,9818,0,1,0,0,0,0,5.83,5.83
Set4,MP,Class3_11_30_100_25_75,30,30,100,100,1598,1461,30,30,100,100,1641,1504,9635,9635,9635,9635,0,1,0,0,0,0,0,0
Set4,MP,Class3_11_40_100_10_50,40,40,100,100,1219,1144,39,40,100,100,1219,1144,9865,9865,9865,9865,0,1,0,0,0,0.014,119.549,119.563
Set4,MP,Class3_11_40_100_25_75,40,40,100,100,1850,1977,40,40,100,100,1857,1991,9861,9861,9861,9861,0,1,0,0,0,0,0,0
Set4,MP,Class3_11_50_100_10_50,50,50,100,100,1607,1347,49,50,100,100,1607,1347,9931,9931,9931,9931,0,1,0,0,0,0,33.376,33.376
Set4,MP,Class3_11_50_100_25_75,50,50,100,100,2428,2405,50,50,100,100,2439,2408,9878,9878,9878,9878,0,1,0,0,0,0,0,0
Set4,MP,Class3_12_10_100_10_50,10,10,100,100,301,345,10,10,100,100,301,345,8833,8833,8833,8833,0,1,0,0,0,0,0.112,0.112
Set4,MP,Class3_12_10_100_25_75,10,10,100,100,488,466,10,10,100,100,518,484,8075,8075,8075,8075,0,1,0,0,0,0,0,0
Set4,MP,Class3_12_20_100_10_50,20,20,100,100,569,600,18,20,100,100,569,600,9611,9611,9611,9611,0,1,0,0,0.002,0.002,7.578,7.582
Set4,MP,Class3_12_20_100_25_75,20,20,100,100,1041,913,20,20,100,100,1078,948,9242,9242,9242,9242,0,1,0,0,0,0,0,0
Set4,MP,Class3_12_30_100_10_50,30,30,100,100,755,877,30,30,100,100,755,877,9809,9809,9809,9809,0,1,0,0.002,0,0.002,94.15,94.154
Set4,MP,Class3_12_30_100_25_75,30,30,100,100,1602,1528,30,30,100,100,1632,1540,9457,9457,9457,9457,0,1,0,0,0,0,0,0
Set4,MP,Class3_12_40_100_10_50,40,40,100,100,1114,1252,39,40,100,100,1114,1252,9920,9920,9920,9920,0,1,0,0,0,0,1.366,1.366
Set4,MP,Class3_12_40_100_25_75,40,40,100,100,1984,2163,39,40,100,100,2005,2181,9784,9784,9784,9784,0,1,0,0,0,0,0,0
Set4,MP,Class3_12_50_100_10_50,50,50,100,100,1430,1517,49,50,100,100,1430,1517,9942,9942,9942,9942,0,1,0,0,0.006,0.002,11.674,11.682
Set4,MP,Class3_12_50_100_25_75,50,50,100,100,2413,2476,50,50,100,100,2457,2571,9701,9701,9701,9701,0,1,0,0,0.014,0,0,0.014
Set4,MP,Class3_13_10_100_10_50,10,10,100,100,343,260,10,10,100,100,345,260,8476,8476,8476,8476,0,1,0,0,0,0,0.687,0.687
Set4,MP,Class3_13_10_100_25_75,10,10,100,100,539,436,10,10,100,100,656,452,9401,9401,9401,9401,0,1,0,0,0,0,0,0
Set4,MP,Class3_13_20_100_10_50,20,20,100,100,602,546,20,20,100,100,602,546,9560,9560,9560,9560,0,1,0,0.002,0,0.002,84.137,84.141
Set4,MP,Class3_13_20_100_25_75,20,20,100,100,903,1008,20,20,100,100,913,1018,9502,9502,9502,9502,0,1,0,0,0,0,0,0
Set4,MP,Class3_13_30_100_10_50,30,30,100,100,868,815,28,30,100,100,868,815,9835,9835,9835,9835,0,1,0,0,0,0.016,10.269,10.285
Set4,MP,Class3_13_30_100_25_75,30,30,100,100,1630,1440,30,30,100,100,1671,1448,9800,9800,9800,9800,0,1,0,0,0,0,0,0
Set4,MP,Class3_13_40_100_10_50,40,40,100,100,1178,1200,40,40,100,100,1178,1200,9931,9931,9931,9931,0,1,0,0.003,0,0,0.413,0.416
Set4,MP,Class3_13_40_100_25_75,40,40,100,100,1981,2211,39,40,100,100,1990,2228,9747,9747,9747,9747,0,1,0,0.002,0,0,0,0.002
Set4,MP,Class3_13_50_100_10_50,50,50,100,100,1520,1527,49,50,100,100,1520,1527,9966,9966,9966,9966,0,1,0,0,0.008,0.002,0.178,0.188
Set4,MP,Class3_13_50_100_25_75,50,50,100,100,2357,2458,48,50,100,100,2371,2465,9855,9855,9855,9855,0,1,0,0,0,0,0,0
Set4,MP,Class3_14_10_100_10_50,10,10,100,100,306,270,10,10,100,100,306,270,7969,7969,7969,7969,0,1,0,0,0,0,0,0
Set4,MP,Class3_14_10_100_25_75,10,10,100,100,493,588,10,10,100,98,560,882,7177,7177,7177,7177,0,1,0,0,0,0,0,0
Set4,MP,Class3_14_20_100_10_50,20,20,100,100,673,522,19,20,100,100,673,522,9612,9612,9612,9612,0,1,0,0,0.002,0,1.97,1.972
Set4,MP,Class3_14_20_100_25_75,20,20,100,100,971,1005,20,20,100,100,988,1029,9341,9341,9341,9341,0,1,0,0,0,0,0,0
Set4,MP,Class3_14_30_100_10_50,30,30,100,100,895,935,30,30,100,100,895,935,9799,9799,9799,9799,0,1,0,0,0,0.007,4.992,4.999
Set4,MP,Class3_14_30_100_25_75,30,30,100,100,1506,1647,30,30,100,100,1517,1748,9844,9844,9844,9844,0,1,0,0,0,0,0,0
Set4,MP,Class3_14_40_100_10_50,40,40,100,100,1214,1037,40,40,100,100,1214,1037,9909,9909,9909,9909,0,1,0,0,0.002,0.002,26.777,26.781
Set4,MP,Class3_14_40_100_25_75,40,40,100,100,1979,1997,39,40,100,100,2032,2032,9749,9749,9749,9749,0,1,0,0,0,0,0,0
Set4,MP,Class3_14_50_100_10_50,50,50,100,100,1513,1493,50,50,100,100,1513,1493,9917,9917,9917,9917,0,1,0,0.004,0,0.002,46.035,46.041
Set4,MP,Class3_14_50_100_25_75,50,50,100,100,2606,2356,49,50,100,100,2629,2382,9703,9703,9703,9703,0,1,0,0.002,0.002,0,0,0.004
Set4,MP,Class3_15_10_100_10_50,10,10,100,100,377,329,10,10,100,100,389,329,8874,8874,8874,8874,0,1,0,0,0,0,0.006,0.006
Set4,MP,Class3_15_10_100_25_75,10,10,100,100,548,409,10,10,100,100,621,421,8754,8754,8754,8754,0,1,0,0,0,0,0,0
Set4,MP,Class3_15_20_100_10_50,20,20,100,100,668,572,20,20,100,100,668,572,9544,9544,9544,9544,0,1,0,0,0,0,5.8,5.8
Set4,MP,Class3_15_20_100_25_75,20,20,100,100,1033,1048,20,20,100,100,1059,1168,8893,8893,8893,8893,0,1,0,0,0,0,0.008,0.008
Set4,MP,Class3_15_30_100_10_50,30,30,100,100,976,764,30,30,100,100,976,764,9860,9860,9860,9860,0,1,0,0,0,0,3.089,3.089
Set4,MP,Class3_15_30_100_25_75,30,30,100,100,1500,1647,30,30,100,100,1524,1700,9726,9726,9726,9726,0,1,0,0,0,0,0,0
Set4,MP,Class3_15_40_100_10_50,40,40,100,100,1005,1190,39,40,100,100,1005,1190,9889,9880,9889,9880,9.10E-04,0,1,0,0,0,282.409,530
Set4,MP,Class3_15_40_100_25_75,40,40,100,100,1862,1940,39,40,100,100,1874,1955,9787,9787,9787,9787,0,1,0,0.032,0.026,0,0.005,0.063
Set4,MP,Class3_15_50_100_10_50,50,50,100,100,1442,1392,48,50,100,100,1442,1392,9952,9952,9952,9952,0,1,0,0,0.006,0.009,32.928,32.943
Set4,MP,Class3_15_50_100_25_75,50,50,100,100,2550,2433,50,50,100,100,2576,2447,9714,9714,9714,9714,0,1,0,0,0,0,0.009,0.009
Set5,2-3+A(1-2),2,10,23,40,70,326,348,10,23,40,70,326,348,2892,2892,2892,2892,0,1,0,0.004,0,0,0.004,0.008
Set5,2-3+A(1-2),3,20,62,40,70,1529,1742,18,49,40,70,1215,1250,1860,1860,1860,1860,0,1,0,0,0,0.002,0.014,0.016
Set5,2-3+A(1-2),A1,20,62,50,60,1529,1742,18,51,50,60,1210,1325,2020,2020,2020,2020,0,1,0,0,0,0,0.018,0.018
Set5,2-3+A(1-2),A2,20,53,60,60,1248,1436,20,52,60,60,1231,1434,2505,2505,2505,2505,0,1,0,0,0,0,0.177,0.177
Set5,APT(40-49),APT40,56,290,683,138,42525,9411,49,249,683,138,34787,7724,67154,67154,67154,67154,0,1,0,0.034,0.058,0,0.745,0.837
Set5,APT(40-49),APT41,36,177,837,367,36386,15867,32,155,837,367,30799,13377,206551,206542,206551,206542,4.36E-05,0,0,0.059,0.153,0.061,529.734,530.007
Set5,APT(40-49),APT42,59,325,167,291,10536,21517,53,289,167,291,9019,18160,33835,33598,33835,33598,0.007004581,0,0,0.129,0.093,0,529.787,530.009
Set5,APT(40-49),APT43,49,259,362,917,20566,50701,46,236,362,917,18239,44085,219690,214840,219690,214840,0.022076562,0,0,0.094,0.204,0,529.702,530
Set5,APT(40-49),APT44,39,196,223,496,8886,21225,38,187,223,496,8265,19992,73868,73868,73868,73868,0,1,0,0.032,0.042,0.167,0.868,1.109
Set5,APT(40-49),APT45,33,156,188,578,5992,21034,33,156,188,578,5992,21034,74691,74691,74691,74691,0,1,0,0.024,0.03,0.039,0.579,0.672
Set5,APT(40-49),APT46,42,197,416,514,17688,24541,35,171,416,514,14471,20526,149911,149911,149911,149911,0,1,0,0.045,0.093,0.084,0.154,0.376
Set5,APT(40-49),APT47,43,204,393,554,18259,28547,37,166,393,554,14096,21857,150234,150234,150234,150234,0,1,0,0.044,0.085,0.079,9.728,9.936
Set5,APT(40-49),APT48,34,167,931,254,32590,9650,32,152,931,254,30232,8222,167660,167660,167660,167660,0,1,0,0.039,0.166,0.121,122.858,123.184
Set5,APT(40-49),APT49,25,119,759,449,17965,11071,24,113,759,449,15895,9189,221895,219354,221930,219354,0.011451362,0,1,0.047,0.211,0.123,348.363,530.005
Set5,CHL1'+CHL(2-4),CHL2,10,19,62,55,426,334,10,19,62,55,428,334,2326,2326,2326,2326,0,1,0,0,0.008,0,0.048,0.056
Set5,CHL1'+CHL(2-4),CHL3,15,35,157,121,632,462,15,35,157,121,632,462,5283,5283,5283,5283,0,1,0,0,0,0,0,0
Set5,CHL1'+CHL(2-4),CHL4,15,27,207,231,679,570,15,27,207,231,679,570,8998,8998,8998,8998,0,1,0,0,0,0,0,0
Set5,CHL1'+CHL(2-4),CHL1',30,62,132,100,2110,2102,29,61,132,100,2002,2020,8699,8699,8699,8699,0,1,0,0.02,0.012,0.014,5.017,5.063
Set5,CHW(1-2),CHW1,10,23,40,70,326,348,10,23,40,70,326,348,2892,2892,2892,2892,0,1,0,0,0,0.003,0,0.003
Set5,CHW(1-2),CHW2,20,62,40,70,1529,1742,18,49,40,70,1215,1250,1860,1860,1860,1860,0,1,0,0,0,0,0.014,0.014
Set5,CW(1-11),CW1,25,67,125,105,2882,2573,16,42,125,105,1687,1449,6402,6402,6402,6402,0,1,0,0,0,0,0,0
Set5,CW(1-11),CW2,35,63,145,165,3898,4193,18,34,145,165,1768,2005,5354,5354,5354,5354,0,1,0,0,0,0,0.028,0.028
Set5,CW(1-11),CW3,40,96,267,207,10521,7353,21,65,267,207,6733,4362,5689,5689,5689,5689,0,1,0,0.014,0.002,0.004,0.004,0.024
Set5,CW(1-11),CW4,39,86,465,387,15289,13390,13,43,465,387,6616,5661,6175,6175,6175,6175,0,1,0,0.051,0,0,0,0.051
Set5,CW(1-11),CW5,35,91,524,678,17584,24340,10,33,524,678,5483,6330,11659,11659,11659,11659,0,1,0,0.087,0.006,0,0.008,0.101
Set5,CW(1-11),CW6,55,149,781,657,41011,38868,15,54,781,657,12160,11858,12923,12923,12923,12923,0,1,0,0.122,0.038,0,0.423,0.583
Set5,CW(1-11),CW7,45,123,276,374,11798,18686,15,61,276,374,4893,8252,9898,9898,9898,9898,0,1,0,0.049,0.006,0,0,0.055
Set5,CW(1-11),CW8,60,168,305,287,19884,18019,19,76,305,287,6866,7027,4605,4605,4605,4605,0,1,0,0.028,0.007,0.002,0.061,0.098
Set5,CW(1-11),CW9,50,131,405,362,19739,18601,12,44,405,362,5206,4717,10748,10748,10748,10748,0,1,0,0.018,0,0,0,0.018
Set5,CW(1-11),CW10,60,130,992,970,54022,53536,19,58,992,970,21187,20108,6515,6515,6515,6515,0,1,0,0.279,0.052,0,0,0.333
Set5,CW(1-11),CW11,60,114,982,967,47978,46996,22,54,982,967,20040,18787,6321,6321,6321,6321,0,1,0,0.297,0.067,0.002,0,0.366
Set5,Hchl(1-2+9),Hchl1,30,65,130,130,2394,2244,30,65,130,130,2142,1981,11409,11303,11442,11303,0.009290911,0,1,0,0.006,0.003,210.826,530.004
Set5,Hchl(1-2+9),Hchl2,35,75,130,130,2612,2539,35,75,130,130,2457,2377,9984,9954,9985,9954,0.003004808,0,1,0.051,0.042,0.043,273.071,530.009
Set5,Hchl(1-2+9),Hchl9,35,76,65,76,1629,2024,35,76,65,76,1629,2024,5240,5240,5240,5240,0,1,0,0.016,0.009,0.014,5.632,5.671
Set5,STS(2+4),STS2,30,78,55,85,1739,2194,30,77,55,85,1708,2151,4620,4620,4620,4620,0,1,0,0,0,0,1.049,1.049
Set5,STS(2+4),STS4,20,50,99,99,1443,1421,20,50,99,99,1443,1421,9700,9700,9700,9700,0,1,0,0,0.006,0,0.536,0.542
Set6,CGCUT3,CGCUT3,20,62,40,70,1529,1742,18,49,40,70,1215,1250,1860,1860,1860,1860,0,1,0,0,0,0,0.015,0.015
Set6,HCCUT(3+8),hccut03,7,7,30,30,70,85,7,7,30,28,72,88,1178,1178,1178,1178,0,1,0,0,0,0,0,0
Set6,HCCUT(3+8),hccut08,15,15,30,30,153,226,14,14,30,30,131,222,1270,1270,1270,1270,0,1,0,0,0,0,0.006,0.006
Set6,NGCUT(1-12),NGCUT1,5,10,10,10,51,50,5,10,10,10,51,54,164,164,164,164,0,1,0,0,0,0,0,0
Set6,NGCUT(1-12),NGCUT2,7,17,10,10,85,79,7,17,10,10,85,79,230,230,230,230,0,1,0,0,0,0,0,0
Set6,NGCUT(1-12),NGCUT3,10,21,10,10,105,69,10,21,10,10,106,69,247,247,247,247,0,1,0,0,0,0,0.016,0.016
Set6,NGCUT(1-12),NGCUT4,5,7,15,10,78,15,5,7,15,10,90,15,268,268,268,268,0,1,0,0,0,0,0,0
Set6,NGCUT(1-12),NGCUT5,7,14,15,10,147,40,7,14,15,10,147,40,358,358,358,358,0,1,0,0,0,0,0,0
Set6,NGCUT(1-12),NGCUT6,10,15,15,10,88,66,10,15,15,10,88,66,289,289,289,289,0,1,0,0,0,0,0,0
Set6,NGCUT(1-12),NGCUT7,5,8,20,20,63,37,5,8,20,20,63,37,430,430,430,430,0,1,0,0,0,0,0,0
Set6,NGCUT(1-12),NGCUT8,7,13,20,20,149,59,7,13,20,20,162,59,834,834,834,834,0,1,0,0,0,0,0,0
Set6,NGCUT(1-12),NGCUT9,10,18,20,20,176,115,10,18,20,20,178,115,924,924,924,924,0,1,0,0,0,0,0.012,0.012
Set6,NGCUT(1-12),NGCUT10,5,13,30,30,277,151,5,10,30,30,201,131,1452,1452,1452,1452,0,1,0,0,0,0,0,0
Set6,NGCUT(1-12),NGCUT11,7,15,30,30,217,145,7,15,30,30,224,145,1688,1688,1688,1688,0,1,0,0,0,0,0.004,0.004
Set6,NGCUT(1-12),NGCUT12,10,22,30,30,208,353,10,22,30,30,208,353,1865,1865,1865,1865,0,1,0,0,0,0,0.012,0.012
Set6,OKP(1-5),OKP1,15,50,100,100,1876,2170,15,50,100,100,1876,2170,27589,27589,27589,27589,0,1,0,0.002,0,0.004,0.064,0.07
Set6,OKP(1-5),OKP2,30,30,100,100,952,1575,30,30,100,100,952,1580,22502,22502,22502,22502,0,1,0,0,0.004,0,20.302,20.306
Set6,OKP(1-5),OKP3,30,30,100,100,901,1728,30,30,100,100,901,1744,24019,24019,24019,24019,0,1,0,0,0,0,6.901,6.901
Set6,OKP(1-5),OKP4,33,61,100,100,2145,3201,33,61,100,100,2145,3207,32893,32893,32893,32893,0,1,0,0,0,0.016,0.253,0.269
Set6,OKP(1-5),OKP5,29,97,100,100,2867,4720,20,86,100,100,2504,4055,27923,27923,27923,27923,0,1,0,0.016,0,0,0.063,0.079
Set6,Wang20,wang20,19,42,70,40,1001,975,19,42,70,40,1001,1019,2721,2721,2721,2721,0,1,0,0,0,0,0,0
Set7,NGCUTFS,NGCUTFS1-1,40,40,100,100,1969,2377,26,26,100,100,1100,1402,27968,27968,27968,27968,0,1,0,0,0,0,0.016,0.016
Set7,NGCUTFS,NGCUTFS1-2,40,40,100,100,1986,1694,29,29,100,100,1273,1049,28946,28946,28946,28946,0,1,0,0,0,0,0.048,0.048
Set7,NGCUTFS,NGCUTFS1-3,40,40,100,100,1837,2215,24,24,100,100,923,1144,27966,27966,27966,27966,0,1,0,0,0.017,0,0.252,0.269
Set7,NGCUTFS,NGCUTFS1-4,40,40,100,100,1962,2227,25,25,100,100,880,1225,28494,28494,28494,28494,0,1,0,0,0,0,0.836,0.836
Set7,NGCUTFS,NGCUTFS1-5,40,40,100,100,1843,1893,23,23,100,100,866,734,28677,28677,28677,28677,0,1,0,0,0,0,3.962,3.962
Set7,NGCUTFS,NGCUTFS1-6,40,40,100,100,1822,2111,26,26,100,100,1020,1078,27798,27798,27798,27798,0,1,0,0,0,0,1.624,1.624
Set7,NGCUTFS,NGCUTFS1-7,40,40,100,100,1796,1900,30,30,100,100,1064,1178,28270,28270,28270,28270,0,1,0,0,0,0,4.134,4.134
Set7,NGCUTFS,NGCUTFS1-8,40,40,100,100,1989,1767,25,25,100,100,1005,839,27780,27780,27910,27780,0,1,1,0,0,0,408.592,411.551
Set7,NGCUTFS,NGCUTFS1-9,40,40,100,100,2040,1776,30,30,100,100,1173,1239,28811,28811,28811,28811,0,1,0,0.012,0.041,0.079,1.363,1.495
Set7,NGCUTFS,NGCUTFS2-1,40,40,100,100,1739,1945,26,26,100,100,758,971,27659,27659,27659,27659,0,1,0,0,0.016,0.031,195.213,195.26
Set7,NGCUTFS,NGCUTFS2-2,40,40,100,100,1661,1689,30,31,100,100,1183,1162,27997,27997,27997,27997,0,1,0,0,0,0,2.395,2.395
Set7,NGCUTFS,NGCUTFS2-3,40,40,100,100,1451,1818,34,34,100,100,1038,1348,27283,27283,27694,27283,0,1,1,0.015,0,0,144.914,193.877
Set7,NGCUTFS,NGCUTFS2-4,40,40,100,100,1512,1581,30,30,100,100,950,981,29319,29319,29319,29319,0,1,0,0.027,0.036,0.045,0.743,0.851
Set7,NGCUTFS,NGCUTFS2-5,40,40,100,100,1452,1739,33,33,100,100,1045,1267,27863,27863,28509,27669,0,1,1,0,0,0.047,96.952,108.112
Set7,NGCUTFS,NGCUTFS2-6,40,40,100,100,1679,1511,30,30,100,100,1059,776,27645,27056,27645,27056,0.021305842,0,0,0.023,0.031,0.056,529.89,530
Set7,NGCUTFS,NGCUTFS2-7,40,40,100,100,1703,1852,32,32,100,100,1068,1363,27316,27316,28207,27316,0,1,1,0.028,0.032,0.051,277.963,454.083
Set7,NGCUTFS,NGCUTFS2-8,40,40,100,100,1744,2223,27,27,100,100,934,1265,26837,26837,26837,26837,0,1,0,0.018,0.028,0.049,254.797,254.892
Set7,NGCUTFS,NGCUTFS2-9,40,40,100,100,1820,1586,32,32,100,100,1279,1016,28146,28146,28416,28146,0,1,1,0.003,0.004,0.04,137.983,162.012
Set7,NGCUTFS,NGCUTFS3-1,40,40,100,100,1383,1299,32,32,100,100,971,950,28993,28315,28993,28315,0.023384955,0,0,0.003,0.003,0.005,529.989,530
Set7,NGCUTFS,NGCUTFS3-2,40,40,100,100,1223,1462,35,35,100,100,929,1098,27987,27419,28513,27419,0.020295137,0,1,0.003,0.003,0.004,380.38,530
Set7,NGCUTFS,NGCUTFS3-3,40,40,100,100,1347,1606,35,35,100,100,1114,1333,28889,28889,28889,28889,0,1,0,0.002,0.002,0.002,7.043,7.05
Set7,NGCUTFS,NGCUTFS3-4,40,40,100,100,1313,1547,32,32,100,100,860,1092,26880,26616,27425,26616,0.009821429,0,1,0.002,0.001,0.006,136.945,530
Set7,NGCUTFS,NGCUTFS3-5,40,40,100,100,1638,1563,35,35,100,100,1328,1191,27787,27787,27950,27787,0,1,1,0.003,0.002,0.002,152.865,187.752
Set7,NGCUTFS,NGCUTFS3-6,40,40,100,100,1469,1551,25,25,100,100,795,627,28918,28918,28918,28918,0,1,0,0.003,0.001,0.005,75.745,75.754
Set7,NGCUTFS,NGCUTFS3-7,40,40,100,100,1452,1675,27,27,100,100,740,946,28608,28543,29128,28543,0.002272092,0,1,0.003,0.001,0.006,400.03,530.014
Set7,NGCUTFS,NGCUTFS3-8,40,40,100,100,1377,1468,29,29,100,100,943,837,28329,28329,28329,28329,0,1,0,0,0,0,15.051,15.051
Set7,NGCUTFS,NGCUTFS3-9,40,40,100,100,1558,1441,33,33,100,100,1096,986,28295,28058,28361,28058,0.008376038,0,1,0,0,0,420.724,530
Set7,NGCUTFS,NGCUTFS1-10,40,40,100,100,2022,1789,23,23,100,100,1017,726,28676,28676,28676,28676,0,1,0,0,0,0.009,0.032,0.041
Set7,NGCUTFS,NGCUTFS1-11,40,120,100,100,5388,6201,22,61,100,100,2243,2107,28698,28698,28698,28698,0,1,0,0,0,0,126.277,126.277
Set7,NGCUTFS,NGCUTFS1-12,40,120,100,100,4668,5568,25,70,100,100,1984,2048,29470,29470,29470,29470,0,1,0,0.005,0,0,2.873,2.878
Set7,NGCUTFS,NGCUTFS1-13,40,120,100,100,5601,5604,24,68,100,100,2614,2912,29559,29559,29559,29559,0,1,0,0,0,0,0.016,0.016
Set7,NGCUTFS,NGCUTFS1-14,40,120,100,100,5667,5301,30,87,100,100,3539,3311,29154,29154,29154,29154,0,1,0,0,0,0.016,7.422,7.438
Set7,NGCUTFS,NGCUTFS1-15,40,120,100,100,5874,5871,24,62,100,100,2633,2362,29506,29506,29506,29506,0,1,0,0,0,0.016,0.127,0.143
Set7,NGCUTFS,NGCUTFS1-16,40,120,100,100,5685,5922,29,77,100,100,3152,2832,29388,29388,29388,29388,0,1,0,0,0,0,0.016,0.016
Set7,NGCUTFS,NGCUTFS1-17,40,120,100,100,5481,5532,27,75,100,100,2772,2578,27996,27996,27996,27996,0,1,0,0,0,0,0.016,0.016
Set7,NGCUTFS,NGCUTFS1-18,40,120,100,100,5847,5205,22,60,100,100,2301,1803,29416,29416,29416,29416,0,1,0,0,0.015,0,8.325,8.34
Set7,NGCUTFS,NGCUTFS1-19,40,120,100,100,6189,5154,21,62,100,100,2347,1687,29712,29712,29712,29712,0,1,0,0.007,0,0,0.454,0.461
Set7,NGCUTFS,NGCUTFS1-20,40,120,100,100,5790,6492,21,58,100,100,2106,2444,29112,29112,29112,29112,0,1,0,0.016,0.002,0.002,0.091,0.111
Set7,NGCUTFS,NGCUTFS1-21,40,160,100,100,7864,6900,14,50,100,100,1963,1765,29700,29700,29700,29700,0,1,0,0.002,0.002,0,0,0.004
Set7,NGCUTFS,NGCUTFS1-22,40,160,100,100,7008,7372,22,75,100,100,2342,2996,29790,29790,29790,29790,0,1,0,0,0.004,0,0.032,0.036
Set7,NGCUTFS,NGCUTFS1-23,40,160,100,100,8832,7352,21,77,100,100,2972,2572,29754,29754,29754,29754,0,1,0,0.005,0.002,0.002,0,0.009
Set7,NGCUTFS,NGCUTFS1-24,40,160,100,100,6876,9384,16,50,100,100,1059,2462,29240,29240,29240,29240,0,1,0,0.006,0,0,0,0.006
Set7,NGCUTFS,NGCUTFS1-25,40,160,100,100,8220,7048,23,84,100,100,3235,2636,29901,29901,29901,29901,0,1,0,0.005,0,0.004,0,0.009
Set7,NGCUTFS,NGCUTFS1-26,40,160,100,100,8160,7516,22,76,100,100,3061,2866,28940,28940,28940,28940,0,1,0,0,0,0.015,6.521,6.536
Set7,NGCUTFS,NGCUTFS1-27,40,160,100,100,7416,7144,19,67,100,100,2109,3096,29676,29676,29676,29676,0,1,0,0.006,0,0,0,0.006
Set7,NGCUTFS,NGCUTFS1-28,40,160,100,100,6884,8308,20,73,100,100,2086,2629,29546,29546,29549,29546,0,1,1,0.002,0,0,352.008,463.894
Set7,NGCUTFS,NGCUTFS1-29,40,160,100,100,8436,8584,21,68,100,100,2624,2779,29058,29058,29058,29058,0,1,0,0,0.015,0,0,0.015
Set7,NGCUTFS,NGCUTFS1-30,40,160,100,100,8536,7904,21,69,100,100,2582,2306,29296,29296,29296,29296,0,1,0,0,0,0,0,0
Set7,NGCUTFS,NGCUTFS1-31,50,50,100,100,2277,2510,33,33,100,100,1303,1401,29181,29181,29181,29181,0,1,0,0.016,0,0,0.189,0.205
